po_id,line_number,supplier_key,product_key,order_date,quantity,expected_receipt_date,shipment_mode,is_launch_order,deposit_pct,balance_days,term_type,shipment_date,deposit_date,balance_due_date,cancellation_date,actual_receipt_date,actual_shipment_date,outstanding_quantity,commitment_status
38,1,3,10,2023-02-01,1000,2023-05-02,Ocean,False,0.3,30,core,2023-03-31,2023-02-01,2023-04-30,2023-03-08,2023-05-02,2023-03-31,0,received
39,1,4,18,2023-02-01,1500,2023-05-02,Ocean,False,0.3,30,core,2023-03-31,2023-02-01,2023-04-30,2023-03-08,2023-05-02,2023-03-31,0,received
40,1,3,29,2023-02-01,1000,2023-05-02,Ocean,False,0.3,30,core,2023-03-31,2023-02-01,2023-04-30,2023-03-08,2023-05-02,2023-03-31,0,received
41,1,1,5,2023-03-01,2400,2023-05-30,Ocean,False,0.3,30,core,2023-04-28,2023-03-01,2023-05-28,2023-04-05,2023-05-30,2023-04-28,0,received
42,1,3,12,2023-03-01,1000,2023-05-30,Ocean,False,0.3,30,core,2023-04-28,2023-03-01,2023-05-28,2023-04-05,2023-05-30,2023-04-28,0,received
43,1,1,13,2023-03-01,1200,2023-05-30,Ocean,False,0.3,30,core,2023-04-28,2023-03-01,2023-05-28,2023-04-05,2023-05-30,2023-04-28,0,received
44,1,4,27,2023-03-01,750,2023-05-30,Ocean,False,0.3,30,core,2023-04-28,2023-03-01,2023-05-28,2023-04-05,2023-05-30,2023-04-28,0,received
45,1,3,14,2023-04-01,2000,2023-06-30,Ocean,False,0.3,30,core,2023-05-29,2023-04-01,2023-06-28,2023-05-06,2023-06-30,2023-05-29,0,received
46,1,4,15,2023-04-01,1500,2023-06-30,Ocean,False,0.3,30,core,2023-05-29,2023-04-01,2023-06-28,2023-05-06,2023-06-30,2023-05-29,0,received
47,1,3,20,2023-04-01,1000,2023-06-30,Ocean,False,0.3,30,core,2023-05-29,2023-04-01,2023-06-28,2023-05-06,2023-06-30,2023-05-29,0,received
48,1,1,22,2023-04-01,2400,2023-06-30,Ocean,False,0.3,30,core,2023-05-29,2023-04-01,2023-06-28,2023-05-06,2023-06-30,2023-05-29,0,received
49,1,3,23,2023-04-01,1000,2023-06-30,Ocean,False,0.3,30,core,2023-05-29,2023-04-01,2023-06-28,2023-05-06,2023-06-30,2023-05-29,0,received
50,1,4,24,2023-04-01,2250,2023-06-30,Ocean,False,0.3,30,core,2023-05-29,2023-04-01,2023-06-28,2023-05-06,2023-06-30,2023-05-29,0,received
51,1,3,2,2023-05-01,3000,2023-07-30,Ocean,False,0.3,30,core,2023-06-28,2023-05-01,2023-07-28,2023-06-05,2023-07-30,2023-06-28,0,received
52,1,1,3,2023-05-01,4800,2023-07-30,Ocean,False,0.3,30,core,2023-06-28,2023-05-01,2023-07-28,2023-06-05,2023-07-30,2023-06-28,0,received
53,1,3,4,2023-05-01,3000,2023-07-30,Ocean,False,0.3,30,core,2023-06-28,2023-05-01,2023-07-28,2023-06-05,2023-07-30,2023-06-28,0,received
54,1,3,6,2023-05-01,4000,2023-07-30,Ocean,False,0.3,30,core,2023-06-28,2023-05-01,2023-07-28,2023-06-05,2023-07-30,2023-06-28,0,received
55,1,1,7,2023-05-01,2400,2023-07-30,Ocean,False,0.3,30,core,2023-06-28,2023-05-01,2023-07-28,2023-06-05,2023-07-30,2023-06-28,0,received
56,1,3,8,2023-05-01,2000,2023-07-30,Ocean,False,0.3,30,core,2023-06-28,2023-05-01,2023-07-28,2023-06-05,2023-07-30,2023-06-28,0,received
57,1,3,10,2023-05-01,3000,2023-07-30,Ocean,False,0.3,30,core,2023-06-28,2023-05-01,2023-07-28,2023-06-05,2023-07-30,2023-06-28,0,received
58,1,1,11,2023-05-01,2400,2023-07-30,Ocean,False,0.3,30,core,2023-06-28,2023-05-01,2023-07-28,2023-06-05,2023-07-30,2023-06-28,0,received
59,1,3,12,2023-05-01,2000,2023-07-30,Ocean,False,0.3,30,core,2023-06-28,2023-05-01,2023-07-28,2023-06-05,2023-07-30,2023-06-28,0,received
60,1,1,13,2023-05-01,1200,2023-07-30,Ocean,False,0.3,30,core,2023-06-28,2023-05-01,2023-07-28,2023-06-05,2023-07-30,2023-06-28,0,received
61,1,4,18,2023-05-01,1500,2023-07-30,Ocean,False,0.3,30,core,2023-06-28,2023-05-01,2023-07-28,2023-06-05,2023-07-30,2023-06-28,0,received
62,1,1,19,2023-05-01,1200,2023-07-30,Ocean,False,0.3,30,core,2023-06-28,2023-05-01,2023-07-28,2023-06-05,2023-07-30,2023-06-28,0,received
63,1,3,20,2023-05-01,2000,2023-07-30,Ocean,False,0.3,30,core,2023-06-28,2023-05-01,2023-07-28,2023-06-05,2023-07-30,2023-06-28,0,received
64,1,4,21,2023-05-01,3000,2023-07-30,Ocean,False,0.3,30,core,2023-06-28,2023-05-01,2023-07-28,2023-06-05,2023-07-30,2023-06-28,0,received
65,1,3,26,2023-05-01,1000,2023-07-30,Ocean,False,0.3,30,core,2023-06-28,2023-05-01,2023-07-28,2023-06-05,2023-07-30,2023-06-28,0,received
66,1,4,27,2023-05-01,2250,2023-07-30,Ocean,False,0.3,30,core,2023-06-28,2023-05-01,2023-07-28,2023-06-05,2023-07-30,2023-06-28,0,received
67,1,4,30,2023-05-01,750,2023-07-30,Ocean,False,0.3,30,core,2023-06-28,2023-05-01,2023-07-28,2023-06-05,2023-07-30,2023-06-28,0,received
68,1,3,32,2023-05-01,1000,2023-07-30,Ocean,False,0.3,30,core,2023-06-28,2023-05-01,2023-07-28,2023-06-05,2023-07-30,2023-06-28,0,received
69,1,4,33,2023-05-01,1500,2023-07-30,Ocean,False,0.3,30,core,2023-06-28,2023-05-01,2023-07-28,2023-06-05,2023-07-30,2023-06-28,0,received
70,1,1,1,2023-06-01,2400,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
71,1,3,8,2023-06-01,2000,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
72,1,1,9,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
73,1,4,15,2023-06-01,2250,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
74,1,3,17,2023-06-01,2000,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
75,1,1,25,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
76,1,4,36,2023-06-01,3750,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
77,1,1,37,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
78,1,3,38,2023-06-01,1500,2023-10-14,Ocean,True,0.3,30,core,2023-09-12,2023-06-01,2023-10-12,2023-08-20,2023-10-14,2023-09-12,0,received
79,1,4,39,2023-06-01,2250,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
80,1,1,40,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
81,1,4,41,2023-06-01,1500,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
82,1,5,42,2023-06-01,2000,2023-08-30,Ocean,False,0.5,-5,launch,2023-07-29,2023-06-01,2023-07-24,2023-07-06,2023-08-30,2023-07-29,0,received
83,1,3,43,2023-06-01,1500,2023-10-14,Air,True,0.3,30,core,2023-09-12,2023-06-01,2023-10-12,2023-08-20,2023-10-14,2023-09-12,0,received
84,1,1,44,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
85,1,4,45,2023-06-01,1500,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
86,1,5,46,2023-06-01,2000,2023-08-30,Ocean,False,0.5,-5,launch,2023-07-29,2023-06-01,2023-07-24,2023-07-06,2023-08-30,2023-07-29,0,received
87,1,3,47,2023-06-01,1500,2023-10-14,Air,True,0.3,30,core,2023-09-12,2023-06-01,2023-10-12,2023-08-20,2023-10-14,2023-09-12,0,received
88,1,1,48,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
89,1,4,49,2023-06-01,2250,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
90,1,5,50,2023-06-01,2000,2023-08-30,Ocean,False,0.5,-5,launch,2023-07-29,2023-06-01,2023-07-24,2023-07-06,2023-08-30,2023-07-29,0,received
91,1,3,51,2023-06-01,1500,2023-10-14,Ocean,True,0.3,30,core,2023-09-12,2023-06-01,2023-10-12,2023-08-20,2023-10-14,2023-09-12,0,received
92,1,1,52,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
93,1,4,53,2023-06-01,1500,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
94,1,5,54,2023-06-01,2000,2023-08-30,Ocean,False,0.5,-5,launch,2023-07-29,2023-06-01,2023-07-24,2023-07-06,2023-08-30,2023-07-29,0,received
95,1,3,55,2023-06-01,1500,2023-10-14,Ocean,True,0.3,30,core,2023-09-12,2023-06-01,2023-10-12,2023-08-20,2023-10-14,2023-09-12,0,received
96,1,1,56,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
97,1,4,57,2023-06-01,2250,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
98,1,5,58,2023-06-01,2000,2023-08-30,Ocean,False,0.5,-5,launch,2023-07-29,2023-06-01,2023-07-24,2023-07-06,2023-08-30,2023-07-29,0,received
99,1,3,59,2023-06-01,1500,2023-10-14,Ocean,True,0.3,30,core,2023-09-12,2023-06-01,2023-10-12,2023-08-20,2023-10-14,2023-09-12,0,received
100,1,1,60,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
101,1,4,61,2023-06-01,2250,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
102,1,3,62,2023-06-01,1000,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
103,1,1,63,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
104,1,5,64,2023-06-01,2000,2023-08-30,Ocean,False,0.5,-5,launch,2023-07-29,2023-06-01,2023-07-24,2023-07-06,2023-08-30,2023-07-29,0,received
105,1,3,65,2023-06-01,1000,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
106,1,1,66,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
107,1,5,67,2023-06-01,2000,2023-08-30,Ocean,False,0.5,-5,launch,2023-07-29,2023-06-01,2023-07-24,2023-07-06,2023-08-30,2023-07-29,0,received
108,1,3,68,2023-06-01,1000,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
109,1,1,69,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
110,1,5,70,2023-06-01,2000,2023-08-30,Ocean,False,0.5,-5,launch,2023-07-29,2023-06-01,2023-07-24,2023-07-06,2023-08-30,2023-07-29,0,received
111,1,3,71,2023-06-01,1000,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
112,1,1,72,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
113,1,5,73,2023-06-01,2000,2023-08-30,Ocean,False,0.5,-5,launch,2023-07-29,2023-06-01,2023-07-24,2023-07-06,2023-08-30,2023-07-29,0,received
114,1,3,74,2023-06-01,1000,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
115,1,5,75,2023-06-01,2000,2023-08-30,Ocean,False,0.5,-5,launch,2023-07-29,2023-06-01,2023-07-24,2023-07-06,2023-08-30,2023-07-29,0,received
116,1,1,76,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
117,1,1,77,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
118,1,1,78,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
119,1,1,79,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
120,1,1,80,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
121,1,1,81,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
122,1,1,82,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
123,1,1,83,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
124,1,1,84,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
125,1,1,85,2023-06-01,1200,2023-08-30,Ocean,False,0.3,30,core,2023-07-29,2023-06-01,2023-08-28,2023-07-06,2023-08-30,2023-07-29,0,received
126,1,1,1,2023-07-01,3600,2023-09-29,Ocean,False,0.3,30,core,2023-08-28,2023-07-01,2023-09-27,2023-08-05,2023-09-29,2023-08-28,0,received
127,1,3,2,2023-07-01,6000,2023-09-29,Ocean,False,0.3,30,core,2023-08-28,2023-07-01,2023-09-27,2023-08-05,2023-09-29,2023-08-28,0,received
128,1,1,3,2023-07-01,3600,2023-09-29,Ocean,False,0.3,30,core,2023-08-28,2023-07-01,2023-09-27,2023-08-05,2023-09-29,2023-08-28,0,received
129,1,3,4,2023-07-01,4000,2023-09-29,Ocean,False,0.3,30,core,2023-08-28,2023-07-01,2023-09-27,2023-08-05,2023-09-29,2023-08-28,0,received
130,1,1,5,2023-07-01,2400,2023-09-29,Ocean,False,0.3,30,core,2023-08-28,2023-07-01,2023-09-27,2023-08-05,2023-09-29,2023-08-28,0,received
131,1,1,16,2023-07-01,2400,2023-09-29,Ocean,False,0.3,30,core,2023-08-28,2023-07-01,2023-09-27,2023-08-05,2023-09-29,2023-08-28,0,received
132,1,3,23,2023-07-01,1000,2023-09-29,Ocean,False,0.3,30,core,2023-08-28,2023-07-01,2023-09-27,2023-08-05,2023-09-29,2023-08-28,0,received
133,1,1,28,2023-07-01,1200,2023-09-29,Ocean,False,0.3,30,core,2023-08-28,2023-07-01,2023-09-27,2023-08-05,2023-09-29,2023-08-28,0,received
134,1,3,29,2023-07-01,1000,2023-09-29,Ocean,False,0.3,30,core,2023-08-28,2023-07-01,2023-09-27,2023-08-05,2023-09-29,2023-08-28,0,received
135,1,4,30,2023-07-01,1500,2023-09-29,Ocean,False,0.3,30,core,2023-08-28,2023-07-01,2023-09-27,2023-08-05,2023-09-29,2023-08-28,0,received
136,1,4,33,2023-07-01,1500,2023-09-29,Ocean,False,0.3,30,core,2023-08-28,2023-07-01,2023-09-27,2023-08-05,2023-09-29,2023-08-28,0,received
137,1,1,9,2023-08-01,1200,2023-10-30,Ocean,False,0.3,30,core,2023-09-28,2023-08-01,2023-10-28,2023-09-05,2023-10-30,2023-09-28,0,received
138,1,1,11,2023-08-01,1200,2023-10-30,Ocean,False,0.3,30,core,2023-09-28,2023-08-01,2023-10-28,2023-09-05,2023-10-30,2023-09-28,0,received
139,1,1,13,2023-08-01,2400,2023-10-30,Ocean,False,0.3,30,core,2023-09-28,2023-08-01,2023-10-28,2023-09-05,2023-10-30,2023-09-28,0,received
140,1,4,18,2023-08-01,2250,2023-10-30,Ocean,False,0.3,30,core,2023-09-28,2023-08-01,2023-10-28,2023-09-05,2023-10-30,2023-09-28,0,received
141,1,1,19,2023-08-01,1200,2023-10-30,Ocean,False,0.3,30,core,2023-09-28,2023-08-01,2023-10-28,2023-09-05,2023-10-30,2023-09-28,0,received
142,1,1,31,2023-08-01,1200,2023-10-30,Ocean,False,0.3,30,core,2023-09-28,2023-08-01,2023-10-28,2023-09-05,2023-10-30,2023-09-28,0,received
143,1,3,14,2023-09-01,1000,2023-11-30,Ocean,False,0.3,30,core,2023-10-29,2023-09-01,2023-11-28,2023-10-06,2023-11-30,2023-10-29,0,received
144,1,3,23,2023-09-01,1000,2023-11-30,Ocean,False,0.3,30,core,2023-10-29,2023-09-01,2023-11-28,2023-10-06,2023-11-30,2023-10-29,0,received
145,1,4,24,2023-09-01,1500,2023-11-30,Ocean,False,0.3,30,core,2023-10-29,2023-09-01,2023-11-28,2023-10-06,2023-11-30,2023-10-29,0,received
146,1,3,26,2023-09-01,1000,2023-11-30,Ocean,False,0.3,30,core,2023-10-29,2023-09-01,2023-11-28,2023-10-06,2023-11-30,2023-10-29,0,received
147,1,3,32,2023-09-01,1000,2023-11-30,Ocean,False,0.3,30,core,2023-10-29,2023-09-01,2023-11-28,2023-10-06,2023-11-30,2023-10-29,0,received
148,1,1,7,2023-10-01,1200,2023-12-30,Ocean,False,0.3,30,core,2023-11-28,2023-10-01,2023-12-28,2023-11-05,2023-12-30,2023-11-28,0,received
149,1,3,8,2023-10-01,2000,2023-12-30,Ocean,False,0.3,30,core,2023-11-28,2023-10-01,2023-12-28,2023-11-05,2023-12-30,2023-11-28,0,received
150,1,4,15,2023-10-01,1500,2023-12-30,Ocean,False,0.3,30,core,2023-11-28,2023-10-01,2023-12-28,2023-11-05,2023-12-30,2023-11-28,0,received
151,1,4,21,2023-10-01,3000,2023-12-30,Ocean,False,0.3,30,core,2023-11-28,2023-10-01,2023-12-28,2023-11-05,2023-12-30,2023-11-28,0,received
152,1,3,35,2023-10-01,2000,2023-12-30,Ocean,False,0.3,30,core,2023-11-28,2023-10-01,2023-12-28,2023-11-05,2023-12-30,2023-11-28,0,received
153,1,1,1,2023-11-01,6000,2024-01-30,Ocean,False,0.3,30,core,2023-12-29,2023-11-01,2024-01-28,2023-12-06,2024-01-30,2023-12-29,0,received
154,1,1,5,2023-11-01,2400,2024-01-30,Ocean,False,0.3,30,core,2023-12-29,2023-11-01,2024-01-28,2023-12-06,2024-01-30,2023-12-29,0,received
155,1,3,6,2023-11-01,4000,2024-01-30,Ocean,False,0.3,30,core,2023-12-29,2023-11-01,2024-01-28,2023-12-06,2024-01-30,2023-12-29,0,received
156,1,1,7,2023-11-01,2400,2024-01-30,Ocean,False,0.3,30,core,2023-12-29,2023-11-01,2024-01-28,2023-12-06,2024-01-30,2023-12-29,0,received
157,1,1,9,2023-11-01,2400,2024-01-30,Ocean,False,0.3,30,core,2023-12-29,2023-11-01,2024-01-28,2023-12-06,2024-01-30,2023-12-29,0,received
158,1,3,12,2023-11-01,1000,2024-01-30,Ocean,False,0.3,30,core,2023-12-29,2023-11-01,2024-01-28,2023-12-06,2024-01-30,2023-12-29,0,received
159,1,4,18,2023-11-01,1500,2024-01-30,Ocean,False,0.3,30,core,2023-12-29,2023-11-01,2024-01-28,2023-12-06,2024-01-30,2023-12-29,0,received
