date,product_key,location_key,closing_units,receipts,shipments,returns_in,write_offs,opening_units
2023-01-02,79,1,131.785714,0.0,0.0,0.0,0.0,131.785714
2023-01-02,80,1,25.714286,0.0,0.0,0.0,0.0,25.714286
2023-01-02,81,1,36.964286,0.0,0.0,0.0,0.0,36.964286
2023-01-02,82,1,62.678571,0.0,0.0,0.0,0.0,62.678571
2023-01-02,83,1,124.571429,0.0,4.0,0.0,0.0,128.571429
2023-01-02,84,1,34.964286,0.0,2.0,0.0,0.0,36.964286
2023-01-02,85,1,24.107143,0.0,0.0,0.0,0.0,24.107143
2023-01-03,1,1,1457.160714,0.0,30.0,0.0,0.0,1487.160714
2023-01-03,2,1,1093.5,0.0,31.0,0.0,0.0,1124.5
2023-01-03,3,1,1072.285714,0.0,17.0,0.0,0.0,1089.285714
2023-01-03,4,1,1054.571429,0.0,19.0,0.0,0.0,1073.571429
2023-01-03,5,1,600.803571,0.0,10.0,0.0,0.0,610.803571
2023-01-03,6,1,944.982143,0.0,18.0,0.0,0.0,962.982143
2023-01-03,7,1,514.392857,0.0,7.0,0.0,0.0,521.392857
2023-01-03,8,1,460.339286,0.0,6.0,0.0,0.0,466.339286
2023-01-03,9,1,430.803571,0.0,2.0,0.0,0.0,432.803571
2023-01-03,10,1,580.892857,0.0,10.0,0.0,0.0,590.892857
2023-01-03,11,1,454.482143,0.0,4.0,0.0,0.0,458.482143
2023-01-03,12,1,550.285714,0.0,4.0,0.0,0.0,554.285714
2023-01-03,13,1,354.107143,0.0,4.0,0.0,0.0,358.107143
2023-01-03,14,1,285.464286,0.0,5.0,0.0,0.0,290.464286
2023-01-03,15,1,718.267857,0.0,16.0,0.0,0.0,734.267857
2023-01-03,16,1,186.571429,0.0,2.0,0.0,0.0,188.571429
2023-01-03,17,1,311.267857,0.0,0.0,0.0,0.0,311.267857
2023-01-03,18,1,423.982143,0.0,6.0,0.0,0.0,429.982143
2023-01-03,19,1,296.625,0.0,6.0,0.0,0.0,302.625
2023-01-03,20,1,227.267857,0.0,7.0,0.0,0.0,234.267857
2023-01-03,21,1,607.071429,0.0,3.0,0.0,0.0,610.071429
2023-01-03,22,1,212.464286,0.0,2.0,0.0,0.0,214.464286
2023-01-03,23,1,290.946429,0.0,5.0,0.0,0.0,295.946429
2023-01-03,24,1,419.982143,0.0,11.0,0.0,0.0,430.982143
2023-01-03,25,1,311.142857,0.0,2.0,0.0,0.0,313.142857
2023-01-03,26,1,172.767857,0.0,3.0,0.0,0.0,175.767857
2023-01-03,27,1,622.178571,0.0,4.0,0.0,0.0,626.178571
2023-01-03,28,1,93.589286,0.0,1.0,0.0,0.0,94.589286
2023-01-03,29,1,296.642857,0.0,4.0,0.0,0.0,300.642857
2023-01-03,30,1,434.767857,0.0,3.0,0.0,0.0,437.767857
2023-01-03,31,1,97.678571,0.0,1.0,0.0,0.0,98.678571
2023-01-03,32,1,178.160714,0.0,0.0,0.0,0.0,178.160714
2023-01-03,33,1,248.25,0.0,9.0,0.0,0.0,257.25
2023-01-03,34,1,118.482143,0.0,0.0,0.0,0.0,118.482143
2023-01-03,35,1,91.589286,0.0,1.0,0.0,0.0,92.589286
2023-01-03,36,1,850.678571,0.0,14.0,0.0,0.0,864.678571
2023-01-03,37,1,146.464286,0.0,2.0,0.0,0.0,148.464286
2023-01-03,38,1,217.392857,0.0,5.0,0.0,0.0,222.392857
2023-01-03,39,1,336.571429,0.0,1.0,0.0,0.0,337.571429
2023-01-03,40,1,117.928571,0.0,0.0,0.0,0.0,117.928571
2023-01-03,41,1,670.642857,0.0,0.0,0.0,0.0,670.642857
2023-01-03,42,1,470.107143,0.0,0.0,0.0,0.0,470.107143
2023-01-03,43,1,189.25,0.0,0.0,0.0,0.0,189.25
2023-01-03,44,1,83.0,0.0,4.0,0.0,0.0,87.0
2023-01-03,45,1,617.428571,0.0,7.0,0.0,0.0,624.428571
2023-01-03,46,1,129.178571,0.0,1.0,0.0,0.0,130.178571
2023-01-03,47,1,158.535714,0.0,3.0,0.0,0.0,161.535714
2023-01-03,48,1,136.214286,0.0,1.0,0.0,0.0,137.214286
2023-01-03,49,1,352.428571,0.0,6.0,0.0,0.0,358.428571
2023-01-03,50,1,107.678571,0.0,0.0,0.0,0.0,107.678571
2023-01-03,51,1,438.964286,0.0,2.0,0.0,0.0,440.964286
2023-01-03,52,1,156.5,0.0,1.0,0.0,0.0,157.5
2023-01-03,53,1,369.285714,0.0,6.0,0.0,0.0,375.285714
2023-01-03,54,1,230.25,0.0,2.0,0.0,0.0,232.25
2023-01-03,55,1,110.714286,0.0,2.0,0.0,0.0,112.714286
2023-01-03,56,1,64.107143,0.0,0.0,0.0,0.0,64.107143
2023-01-03,57,1,253.75,0.0,1.0,0.0,0.0,254.75
2023-01-03,58,1,48.428571,0.0,2.0,0.0,0.0,50.428571
2023-01-03,59,1,235.25,0.0,1.0,0.0,0.0,236.25
2023-01-03,60,1,39.178571,0.0,0.0,0.0,0.0,39.178571
2023-01-03,61,1,262.392857,0.0,2.0,0.0,0.0,264.392857
2023-01-03,62,1,78.75,0.0,0.0,0.0,0.0,78.75
2023-01-03,63,1,46.607143,0.0,0.0,0.0,0.0,46.607143
2023-01-03,64,1,93.428571,0.0,0.0,0.0,0.0,93.428571
2023-01-03,65,1,196.892857,0.0,0.0,0.0,0.0,196.892857
2023-01-03,66,1,76.75,0.0,2.0,0.0,0.0,78.75
2023-01-03,67,1,79.964286,0.0,2.0,0.0,0.0,81.964286
2023-01-03,68,1,190.5,0.0,0.0,0.0,0.0,190.5
2023-01-03,69,1,89.0,0.0,0.0,0.0,0.0,89.0
2023-01-03,70,1,38.571429,0.0,0.0,0.0,0.0,38.571429
2023-01-03,71,1,90.214286,0.0,0.0,0.0,0.0,90.214286
2023-01-03,72,1,122.142857,0.0,0.0,0.0,0.0,122.142857
2023-01-03,73,1,70.321429,0.0,1.0,0.0,0.0,71.321429
2023-01-03,74,1,112.107143,0.0,2.0,0.0,0.0,114.107143
2023-01-03,75,1,48.214286,0.0,0.0,0.0,0.0,48.214286
2023-01-03,76,1,134.857143,0.0,0.0,0.0,0.0,134.857143
2023-01-03,77,1,315.0,0.0,0.0,0.0,0.0,315.0
2023-01-03,78,1,64.892857,0.0,0.0,0.0,0.0,64.892857
2023-01-03,79,1,131.785714,0.0,0.0,0.0,0.0,131.785714
2023-01-03,80,1,24.714286,0.0,1.0,0.0,0.0,25.714286
2023-01-03,81,1,36.964286,0.0,0.0,0.0,0.0,36.964286
2023-01-03,82,1,62.678571,0.0,0.0,0.0,0.0,62.678571
2023-01-03,83,1,124.571429,0.0,0.0,0.0,0.0,124.571429
2023-01-03,84,1,34.964286,0.0,0.0,0.0,0.0,34.964286
2023-01-03,85,1,24.107143,0.0,0.0,0.0,0.0,24.107143
2023-01-04,1,1,1426.160714,0.0,31.0,0.0,0.0,1457.160714
2023-01-04,2,1,1066.5,0.0,27.0,0.0,0.0,1093.5
2023-01-04,3,1,1052.285714,0.0,20.0,0.0,0.0,1072.285714
2023-01-04,4,1,1033.571429,0.0,21.0,0.0,0.0,1054.571429
2023-01-04,5,1,587.803571,0.0,13.0,0.0,0.0,600.803571
2023-01-04,6,1,934.982143,0.0,10.0,0.0,0.0,944.982143
2023-01-04,7,1,500.392857,0.0,14.0,0.0,0.0,514.392857
2023-01-04,8,1,452.339286,0.0,8.0,0.0,0.0,460.339286
2023-01-04,9,1,422.803571,0.0,8.0,0.0,0.0,430.803571
2023-01-04,10,1,578.892857,0.0,2.0,0.0,0.0,580.892857
2023-01-04,11,1,449.482143,0.0,5.0,0.0,0.0,454.482143
2023-01-04,12,1,548.285714,0.0,2.0,0.0,0.0,550.285714
2023-01-04,13,1,352.107143,0.0,2.0,0.0,0.0,354.107143
2023-01-04,14,1,284.464286,0.0,1.0,0.0,0.0,285.464286
2023-01-04,15,1,713.267857,0.0,5.0,0.0,0.0,718.267857
2023-01-04,16,1,184.571429,0.0,2.0,0.0,0.0,186.571429
2023-01-04,17,1,309.267857,0.0,2.0,0.0,0.0,311.267857
2023-01-04,18,1,418.982143,0.0,5.0,0.0,0.0,423.982143
2023-01-04,19,1,295.625,0.0,1.0,0.0,0.0,296.625
2023-01-04,20,1,221.267857,0.0,6.0,0.0,0.0,227.267857
2023-01-04,21,1,602.071429,0.0,5.0,0.0,0.0,607.071429
2023-01-04,22,1,209.464286,0.0,3.0,0.0,0.0,212.464286
2023-01-04,23,1,287.946429,0.0,3.0,0.0,0.0,290.946429
2023-01-04,24,1,411.982143,0.0,8.0,0.0,0.0,419.982143
2023-01-04,25,1,308.142857,0.0,3.0,0.0,0.0,311.142857
2023-01-04,26,1,171.767857,0.0,1.0,0.0,0.0,172.767857
2023-01-04,27,1,619.178571,0.0,3.0,0.0,0.0,622.178571
2023-01-04,28,1,91.589286,0.0,2.0,0.0,0.0,93.589286
2023-01-04,29,1,294.642857,0.0,2.0,0.0,0.0,296.642857
2023-01-04,30,1,429.767857,0.0,5.0,0.0,0.0,434.767857
2023-01-04,31,1,96.678571,0.0,1.0,0.0,0.0,97.678571
2023-01-04,32,1,177.160714,0.0,1.0,0.0,0.0,178.160714
2023-01-04,33,1,238.25,0.0,10.0,0.0,0.0,248.25
2023-01-04,34,1,118.482143,0.0,0.0,0.0,0.0,118.482143
2023-01-04,35,1,91.589286,0.0,0.0,0.0,0.0,91.589286
2023-01-04,36,1,845.678571,0.0,5.0,0.0,0.0,850.678571
2023-01-04,37,1,146.464286,0.0,0.0,0.0,0.0,146.464286
2023-01-04,38,1,216.392857,0.0,1.0,0.0,0.0,217.392857
2023-01-04,39,1,335.571429,0.0,1.0,0.0,0.0,336.571429
2023-01-04,40,1,117.928571,0.0,0.0,0.0,0.0,117.928571
2023-01-04,41,1,669.642857,0.0,1.0,0.0,0.0,670.642857
2023-01-04,42,1,469.107143,0.0,1.0,0.0,0.0,470.107143
2023-01-04,43,1,187.25,0.0,2.0,0.0,0.0,189.25
2023-01-04,44,1,83.0,0.0,0.0,0.0,0.0,83.0
2023-01-04,45,1,611.428571,0.0,6.0,0.0,0.0,617.428571
2023-01-04,46,1,128.178571,0.0,1.0,0.0,0.0,129.178571
2023-01-04,47,1,157.535714,0.0,1.0,0.0,0.0,158.535714
2023-01-04,48,1,132.214286,0.0,4.0,0.0,0.0,136.214286
2023-01-04,49,1,351.428571,0.0,1.0,0.0,0.0,352.428571
2023-01-04,50,1,106.678571,0.0,1.0,0.0,0.0,107.678571
2023-01-04,51,1,438.964286,0.0,0.0,0.0,0.0,438.964286
2023-01-04,52,1,152.5,0.0,4.0,0.0,0.0,156.5
2023-01-04,53,1,369.285714,0.0,0.0,0.0,0.0,369.285714
2023-01-04,54,1,230.25,0.0,0.0,0.0,0.0,230.25
2023-01-04,55,1,109.714286,0.0,1.0,0.0,0.0,110.714286
2023-01-04,56,1,63.107143,0.0,1.0,0.0,0.0,64.107143
2023-01-04,57,1,251.75,0.0,2.0,0.0,0.0,253.75
2023-01-04,58,1,48.428571,0.0,0.0,0.0,0.0,48.428571
2023-01-04,59,1,235.25,0.0,0.0,0.0,0.0,235.25
2023-01-04,60,1,39.178571,0.0,0.0,0.0,0.0,39.178571
2023-01-04,61,1,261.392857,0.0,1.0,0.0,0.0,262.392857
2023-01-04,62,1,77.75,0.0,1.0,0.0,0.0,78.75
2023-01-04,63,1,46.607143,0.0,0.0,0.0,0.0,46.607143
2023-01-04,64,1,93.428571,0.0,0.0,0.0,0.0,93.428571
2023-01-04,65,1,195.892857,0.0,1.0,0.0,0.0,196.892857
2023-01-04,66,1,75.75,0.0,1.0,0.0,0.0,76.75
2023-01-04,67,1,79.964286,0.0,0.0,0.0,0.0,79.964286
2023-01-04,68,1,189.5,0.0,1.0,0.0,0.0,190.5
2023-01-04,69,1,88.0,0.0,1.0,0.0,0.0,89.0
2023-01-04,70,1,38.571429,0.0,0.0,0.0,0.0,38.571429
2023-01-04,71,1,90.214286,0.0,0.0,0.0,0.0,90.214286
2023-01-04,72,1,122.142857,0.0,0.0,0.0,0.0,122.142857
2023-01-04,73,1,69.321429,0.0,1.0,0.0,0.0,70.321429
2023-01-04,74,1,111.107143,0.0,1.0,0.0,0.0,112.107143
2023-01-04,75,1,48.214286,0.0,0.0,0.0,0.0,48.214286
2023-01-04,76,1,133.857143,0.0,1.0,0.0,0.0,134.857143
2023-01-04,77,1,314.0,0.0,1.0,0.0,0.0,315.0
2023-01-04,78,1,64.892857,0.0,0.0,0.0,0.0,64.892857
2023-01-04,79,1,131.785714,0.0,0.0,0.0,0.0,131.785714
2023-01-04,80,1,24.714286,0.0,0.0,0.0,0.0,24.714286
2023-01-04,81,1,36.964286,0.0,0.0,0.0,0.0,36.964286
2023-01-04,82,1,62.678571,0.0,0.0,0.0,0.0,62.678571
2023-01-04,83,1,124.571429,0.0,0.0,0.0,0.0,124.571429
2023-01-04,84,1,34.964286,0.0,0.0,0.0,0.0,34.964286
2023-01-04,85,1,24.107143,0.0,0.0,0.0,0.0,24.107143
2023-01-05,1,1,1391.160714,0.0,35.0,0.0,0.0,1426.160714
2023-01-05,2,1,1041.5,0.0,25.0,0.0,0.0,1066.5
2023-01-05,3,1,1025.285714,0.0,27.0,0.0,0.0,1052.285714
2023-01-05,4,1,1013.571429,0.0,20.0,0.0,0.0,1033.571429
2023-01-05,5,1,574.803571,0.0,13.0,0.0,0.0,587.803571
2023-01-05,6,1,913.982143,0.0,21.0,0.0,0.0,934.982143
2023-01-05,7,1,484.392857,0.0,16.0,0.0,0.0,500.392857
2023-01-05,8,1,436.339286,0.0,16.0,0.0,0.0,452.339286
2023-01-05,9,1,416.803571,0.0,6.0,0.0,0.0,422.803571
2023-01-05,10,1,565.892857,0.0,13.0,0.0,0.0,578.892857
2023-01-05,11,1,447.482143,0.0,2.0,0.0,0.0,449.482143
2023-01-05,12,1,540.285714,0.0,8.0,0.0,0.0,548.285714
2023-01-05,13,1,347.107143,0.0,5.0,0.0,0.0,352.107143
2023-01-05,14,1,280.464286,0.0,4.0,0.0,0.0,284.464286
2023-01-05,15,1,705.267857,0.0,8.0,0.0,0.0,713.267857
2023-01-05,16,1,183.571429,0.0,1.0,0.0,0.0,184.571429
2023-01-05,17,1,307.267857,0.0,2.0,0.0,0.0,309.267857
2023-01-05,18,1,404.982143,0.0,14.0,0.0,0.0,418.982143
2023-01-05,19,1,287.625,0.0,8.0,0.0,0.0,295.625
2023-01-05,20,1,217.267857,0.0,4.0,0.0,0.0,221.267857
2023-01-05,21,1,592.071429,0.0,10.0,0.0,0.0,602.071429
2023-01-05,22,1,208.464286,0.0,1.0,0.0,0.0,209.464286
2023-01-05,23,1,283.946429,0.0,4.0,0.0,0.0,287.946429
2023-01-05,24,1,399.982143,0.0,12.0,0.0,0.0,411.982143
2023-01-05,25,1,304.142857,0.0,4.0,0.0,0.0,308.142857
2023-01-05,26,1,169.767857,0.0,2.0,0.0,0.0,171.767857
2023-01-05,27,1,612.178571,0.0,7.0,0.0,0.0,619.178571
2023-01-05,28,1,91.589286,0.0,0.0,0.0,0.0,91.589286
2023-01-05,29,1,293.642857,0.0,1.0,0.0,0.0,294.642857
2023-01-05,30,1,422.767857,0.0,7.0,0.0,0.0,429.767857
2023-01-05,31,1,91.678571,0.0,5.0,0.0,0.0,96.678571
2023-01-05,32,1,172.160714,0.0,5.0,0.0,0.0,177.160714
2023-01-05,33,1,227.25,0.0,11.0,0.0,0.0,238.25
2023-01-05,34,1,116.482143,0.0,2.0,0.0,0.0,118.482143
2023-01-05,35,1,90.589286,0.0,1.0,0.0,0.0,91.589286
2023-01-05,36,1,841.678571,0.0,4.0,0.0,0.0,845.678571
2023-01-05,37,1,145.464286,0.0,1.0,0.0,0.0,146.464286
2023-01-05,38,1,215.392857,0.0,1.0,0.0,0.0,216.392857
