order_id,line_number,order_date,customer_key,product_key,quantity,gross_merchandise_value,promotional_discount,net_merchandise_value,shipping_revenue_allocated,is_promoted,is_first_order,return_rate,fiscal_year
34,1,2023-01-01,1794,6,1,4322,0,4322,5.728833,False,False,0.084805,2023
35,1,2023-01-01,20,4,1,4467,0,4467,0.0,False,True,0.084805,2023
35,2,2023-01-01,20,1,1,5753,0,5753,0.0,False,True,0.062191,2023
36,1,2023-01-01,21,8,2,10445,0,10445,0.0,False,True,0.084805,2023
36,2,2023-01-01,21,1,1,5753,0,5753,0.0,False,True,0.062191,2023
37,1,2023-01-01,22,45,1,2458,0,2458,0.0,False,True,0.039576,2023
38,1,2023-01-01,34861,27,1,1686,0,1686,0.0,False,False,0.039576,2023
39,1,2023-01-01,23,12,1,4830,0,4830,0.0,False,True,0.084805,2023
39,2,2023-01-01,23,18,1,2582,0,2582,0.0,False,True,0.039576,2023
40,1,2023-01-01,24,28,1,4820,0,4820,5.728833,False,True,0.062191,2023
41,1,2023-01-01,25,1,1,5753,0,5753,5.728833,False,True,0.062191,2023
42,1,2023-01-01,26,12,1,4830,0,4830,5.728833,False,True,0.084805,2023
43,1,2023-01-01,27,5,1,6632,0,6632,0.0,False,True,0.062191,2023
43,2,2023-01-01,27,8,1,5223,0,5223,0.0,False,True,0.084805,2023
43,3,2023-01-01,27,11,1,5114,0,5114,0.0,False,True,0.062191,2023
44,1,2023-01-01,28,1,1,5753,0,5753,0.0,False,True,0.062191,2023
44,2,2023-01-01,28,71,1,3944,0,3944,0.0,False,True,0.084805,2023
45,1,2023-01-01,20508,7,1,5688,0,5688,0.0,False,False,0.062191,2023
45,2,2023-01-01,20508,3,1,5360,0,5360,0.0,False,False,0.062191,2023
46,1,2023-01-01,29,4,1,4467,0,4467,0.0,False,True,0.084805,2023
46,2,2023-01-01,29,41,2,5363,0,5363,0.0,False,True,0.039576,2023
46,3,2023-01-01,29,21,1,1805,0,1805,0.0,False,True,0.039576,2023
47,1,2023-01-01,47117,5,1,6632,0,6632,0.0,False,False,0.062191,2023
48,1,2023-01-01,12273,4,1,4467,0,4467,5.728833,False,False,0.084805,2023
49,1,2023-01-01,12426,9,1,5975,0,5975,1.323174,False,False,0.062191,2023
49,2,2023-01-01,12426,5,1,6632,0,6632,1.468553,False,False,0.062191,2023
49,3,2023-01-01,12426,5,2,13264,0,13264,2.937106,False,False,0.062191,2023
50,1,2023-01-01,39487,2,1,5746,0,5746,5.728833,False,False,0.084805,2023
51,1,2023-01-01,30,21,1,1805,0,1805,0.0,False,True,0.039576,2023
52,1,2023-01-01,8587,35,2,10087,0,10087,0.0,False,False,0.084805,2023
52,2,2023-01-01,8587,21,1,1805,0,1805,0.0,False,False,0.039576,2023
52,3,2023-01-01,8587,32,1,3866,0,3866,0.0,False,False,0.084805,2023
53,1,2023-01-01,43122,7,1,5688,0,5688,5.728833,False,False,0.062191,2023
54,1,2023-01-01,51172,36,1,1844,0,1844,0.0,False,False,0.039576,2023
55,1,2023-01-01,9274,49,2,3372,0,3372,0.0,False,False,0.039576,2023
55,2,2023-01-01,9274,7,1,5688,0,5688,0.0,False,False,0.062191,2023
56,1,2023-01-01,31,1,1,5753,0,5753,0.0,False,True,0.062191,2023
56,2,2023-01-01,31,78,1,6194,0,6194,0.0,False,True,0.062191,2023
57,1,2023-01-01,584,11,1,5114,0,5114,0.0,False,False,0.062191,2023
57,2,2023-01-01,584,4,1,4467,0,4467,0.0,False,False,0.084805,2023
58,1,2023-01-01,33956,17,1,5471,0,5471,0.0,False,False,0.084805,2023
59,1,2023-01-01,32,10,1,4266,0,4266,5.728833,False,True,0.084805,2023
60,1,2023-01-01,33,19,1,5017,0,5017,5.728833,False,True,0.062191,2023
61,1,2023-01-01,34,2,1,5746,0,5746,5.728833,False,True,0.084805,2023
62,1,2023-01-01,35,7,1,5688,0,5688,0.0,False,True,0.062191,2023
62,2,2023-01-01,35,1,1,5753,0,5753,0.0,False,True,0.062191,2023
63,1,2023-01-01,36,9,2,11951,0,11951,0.0,False,True,0.062191,2023
63,2,2023-01-01,36,3,2,10719,0,10719,0.0,False,True,0.062191,2023
64,1,2023-01-01,25783,1,1,5753,0,5753,0.0,False,False,0.062191,2023
65,1,2023-01-01,29058,15,1,2667,0,2667,5.728833,False,False,0.039576,2023
66,1,2023-01-01,37,27,1,1686,0,1686,5.728833,False,True,0.039576,2023
67,1,2023-01-01,38,18,2,5163,0,5163,0.0,False,True,0.039576,2023
67,2,2023-01-01,38,31,2,10727,0,10727,0.0,False,True,0.062191,2023
68,1,2023-01-01,17773,57,2,3912,0,3912,5.728833,False,False,0.039576,2023
69,1,2023-01-01,39,6,2,8644,0,8644,0.0,False,True,0.084805,2023
70,1,2023-01-01,25663,2,1,5746,0,5746,0.0,False,False,0.084805,2023
70,2,2023-01-01,25663,6,1,4322,0,4322,0.0,False,False,0.084805,2023
71,1,2023-01-01,40,19,1,5017,0,5017,0.0,False,True,0.062191,2023
71,2,2023-01-01,40,32,2,7733,0,7733,0.0,False,True,0.084805,2023
72,1,2023-01-01,41,11,2,10228,0,10228,0.0,False,True,0.062191,2023
73,1,2023-01-01,42,4,1,4467,0,4467,5.728833,False,True,0.084805,2023
74,1,2023-01-01,43,18,1,2582,0,2582,0.0,False,True,0.039576,2023
75,1,2023-01-01,26944,5,1,6632,0,6632,0.0,False,False,0.062191,2023
75,2,2023-01-01,26944,4,1,4467,0,4467,0.0,False,False,0.084805,2023
76,1,2023-01-01,44,19,1,5017,0,5017,5.728833,False,True,0.062191,2023
77,1,2023-01-01,45,49,1,1686,0,1686,5.728833,False,True,0.039576,2023
78,1,2023-01-01,46,40,1,6742,0,6742,0.0,False,True,0.062191,2023
79,1,2023-01-01,47,1,1,5753,0,5753,0.0,False,True,0.062191,2023
79,2,2023-01-01,47,4,1,4467,0,4467,0.0,False,True,0.084805,2023
80,1,2023-01-01,43327,5,1,6632,0,6632,0.0,False,False,0.062191,2023
81,1,2023-01-01,48,30,2,3495,0,3495,5.728833,False,True,0.039576,2023
82,1,2023-01-01,14119,51,1,4193,0,4193,0.0,False,False,0.084805,2023
82,2,2023-01-01,14119,19,1,5017,0,5017,0.0,False,False,0.062191,2023
83,1,2023-01-01,49,1,2,11507,0,11507,0.0,False,True,0.062191,2023
84,1,2023-01-01,25497,12,1,4830,0,4830,5.728833,False,False,0.084805,2023
85,1,2023-01-01,41357,4,1,4467,0,4467,5.728833,False,False,0.084805,2023
86,1,2023-01-01,23915,4,1,4467,0,4467,5.728833,False,False,0.084805,2023
87,1,2023-01-01,47973,21,1,1805,0,1805,0.0,False,False,0.039576,2023
87,2,2023-01-01,47973,21,1,1805,0,1805,0.0,False,False,0.039576,2023
88,1,2023-01-01,50152,25,1,5917,0,5917,0.0,False,False,0.062191,2023
88,2,2023-01-01,50152,4,1,4467,0,4467,0.0,False,False,0.084805,2023
89,1,2023-01-01,50,4,1,4467,0,4467,0.0,False,True,0.084805,2023
89,2,2023-01-01,50,28,1,4820,0,4820,0.0,False,True,0.062191,2023
90,1,2023-01-01,51,1,1,5753,0,5753,5.728833,False,True,0.062191,2023
91,1,2023-01-01,35334,45,2,4917,0,4917,5.728833,False,False,0.039576,2023
92,1,2023-01-01,52,3,2,10719,0,10719,0.0,False,True,0.062191,2023
93,1,2023-01-01,53,56,1,6269,0,6269,0.0,False,True,0.062191,2023
94,1,2023-01-01,54,56,1,6269,0,6269,5.728833,False,True,0.062191,2023
95,1,2023-01-01,55,35,1,5044,0,5044,0.0,False,True,0.084805,2023
95,2,2023-01-01,55,4,2,8935,0,8935,0.0,False,True,0.084805,2023
96,1,2023-01-01,56,5,1,6632,0,6632,0.0,False,True,0.062191,2023
96,2,2023-01-01,56,19,1,5017,0,5017,0.0,False,True,0.062191,2023
97,1,2023-01-01,57,41,1,2682,0,2682,0.0,False,True,0.039576,2023
97,2,2023-01-01,57,6,2,8644,0,8644,0.0,False,True,0.084805,2023
98,1,2023-01-01,58,36,1,1844,0,1844,5.728833,False,True,0.039576,2023
99,1,2023-01-01,59,21,1,1805,0,1805,0.0,False,True,0.039576,2023
100,1,2023-01-01,60,13,1,4984,0,4984,0.0,False,True,0.062191,2023
100,2,2023-01-01,60,3,2,10719,0,10719,0.0,False,True,0.062191,2023
101,1,2023-01-01,61,3,2,10719,0,10719,0.0,False,True,0.062191,2023
101,2,2023-01-01,61,20,1,3992,0,3992,0.0,False,True,0.084805,2023
102,1,2023-01-01,21315,7,1,5688,0,5688,0.0,False,False,0.062191,2023
102,2,2023-01-01,21315,10,1,4266,0,4266,0.0,False,False,0.084805,2023
102,3,2023-01-01,21315,6,1,4322,0,4322,0.0,False,False,0.084805,2023
103,1,2023-01-01,62,1,1,5753,0,5753,5.728833,False,True,0.062191,2023
104,1,2023-01-01,63,13,1,4984,0,4984,0.0,False,True,0.062191,2023
105,1,2023-01-01,10023,10,1,4266,0,4266,0.0,False,False,0.084805,2023
105,2,2023-01-01,10023,21,1,1805,0,1805,0.0,False,False,0.039576,2023
105,3,2023-01-01,10023,1,1,5753,0,5753,0.0,False,False,0.062191,2023
106,1,2023-01-01,64,7,1,5688,0,5688,5.728833,False,True,0.062191,2023
107,1,2023-01-01,65,21,1,1805,0,1805,5.728833,False,True,0.039576,2023
108,1,2023-01-01,66,15,1,2667,0,2667,5.728833,False,True,0.039576,2023
109,1,2023-01-01,67,30,1,1747,0,1747,0.0,False,True,0.039576,2023
110,1,2023-01-01,14446,28,1,4820,0,4820,0.0,False,False,0.062191,2023
111,1,2023-01-01,39656,35,1,5044,0,5044,5.728833,False,False,0.084805,2023
112,1,2023-01-01,7601,5,1,6632,0,6632,5.728833,False,False,0.062191,2023
113,1,2023-01-01,48594,12,2,9660,0,9660,0.0,False,False,0.084805,2023
114,1,2023-01-01,68,6,1,4322,0,4322,5.728833,False,True,0.084805,2023
115,1,2023-01-01,69,27,1,1686,0,1686,5.728833,False,True,0.039576,2023
116,1,2023-01-01,5941,10,1,4266,0,4266,0.0,False,False,0.084805,2023
116,2,2023-01-01,5941,34,1,6924,0,6924,0.0,False,False,0.062191,2023
117,1,2023-01-01,70,24,1,1773,0,1773,5.728833,False,True,0.039576,2023
118,1,2023-01-01,21468,41,1,2682,0,2682,5.728833,False,False,0.039576,2023
119,1,2023-01-01,71,18,1,2582,0,2582,0.0,False,True,0.039576,2023
120,1,2023-01-01,72,7,1,5688,0,5688,5.728833,False,True,0.062191,2023
121,1,2023-01-01,73,3,1,5360,0,5360,0.0,False,True,0.062191,2023
121,2,2023-01-01,73,2,1,5746,0,5746,0.0,False,True,0.084805,2023
122,1,2023-01-01,74,7,1,5688,0,5688,5.728833,False,True,0.062191,2023
123,1,2023-01-01,75,1,1,5753,0,5753,0.0,False,True,0.062191,2023
124,1,2023-01-01,76,45,1,2458,0,2458,5.728833,False,True,0.039576,2023
125,1,2023-01-01,27533,4,1,4467,0,4467,0.0,False,False,0.084805,2023
126,1,2023-01-01,77,21,1,1805,0,1805,0.0,False,True,0.039576,2023
127,1,2023-01-01,78,1,1,5753,0,5753,5.728833,False,True,0.062191,2023
128,1,2023-01-01,79,13,1,4984,0,4984,5.728833,False,True,0.062191,2023
129,1,2023-01-01,12900,27,1,1686,0,1686,0.0,False,False,0.039576,2023
129,2,2023-01-01,12900,19,1,5017,0,5017,0.0,False,False,0.062191,2023
130,1,2023-01-01,2644,1,1,5753,0,5753,5.728833,False,False,0.062191,2023
131,1,2023-01-01,80,23,1,4050,0,4050,0.0,False,True,0.084805,2023
132,1,2023-01-01,81,3,1,5360,0,5360,4.304554,False,True,0.062191,2023
132,2,2023-01-01,81,24,1,1773,0,1773,1.424279,False,True,0.039576,2023
133,1,2023-01-01,82,4,1,4467,0,4467,5.728833,False,True,0.084805,2023
134,1,2023-01-01,83,30,2,3495,0,3495,5.728833,False,True,0.039576,2023
135,1,2023-01-01,84,21,1,1805,0,1805,5.728833,False,True,0.039576,2023
136,1,2023-01-01,45292,24,1,1773,0,1773,5.728833,False,False,0.039576,2023
137,1,2023-01-01,22703,56,2,12538,0,12538,0.0,False,False,0.062191,2023
138,1,2023-01-01,85,2,1,5746,0,5746,0.0,False,True,0.084805,2023
139,1,2023-01-01,18902,1,2,11507,0,11507,0.0,False,False,0.062191,2023
140,1,2023-01-01,86,18,1,2582,0,2582,0.0,False,True,0.039576,2023
140,2,2023-01-01,86,13,1,4984,0,4984,0.0,False,True,0.062191,2023
141,1,2023-01-01,87,1,1,5753,0,5753,0.0,False,True,0.062191,2023
141,2,2023-01-01,87,53,1,2105,0,2105,0.0,False,True,0.039576,2023
142,1,2023-01-01,5871,5,2,13264,0,13264,0.0,False,False,0.062191,2023
142,2,2023-01-01,5871,10,2,8533,0,8533,0.0,False,False,0.084805,2023
143,1,2023-01-01,8564,54,1,5571,0,5571,5.728833,False,False,0.10742,2023
144,1,2023-01-01,88,12,1,4830,0,4830,0.0,False,True,0.084805,2023
144,2,2023-01-01,88,24,1,1773,0,1773,0.0,False,True,0.039576,2023
144,3,2023-01-01,88,37,1,6827,0,6827,0.0,False,True,0.062191,2023
145,1,2023-01-01,89,3,1,5360,0,5360,5.728833,False,True,0.062191,2023
146,1,2023-01-01,90,2,1,5746,0,5746,0.0,False,True,0.084805,2023
147,1,2023-01-01,17024,26,1,3901,0,3901,5.728833,False,False,0.084805,2023
148,1,2023-01-01,91,41,2,5363,0,5363,0.0,False,True,0.039576,2023
149,1,2023-01-01,92,21,1,1805,0,1805,0.0,False,True,0.039576,2023
150,1,2023-01-01,36441,18,2,5163,0,5163,0.0,False,False,0.039576,2023
150,2,2023-01-01,36441,2,2,11492,0,11492,0.0,False,False,0.084805,2023
151,1,2023-01-01,34620,39,1,2629,0,2629,0.0,False,False,0.039576,2023
152,1,2023-01-01,93,42,1,8149,0,8149,0.0,False,True,0.10742,2023
153,1,2023-01-01,714,4,1,4467,0,4467,0.0,False,False,0.084805,2023
154,1,2023-01-01,94,15,1,2667,0,2667,0.0,False,True,0.039576,2023
154,2,2023-01-01,94,17,2,10941,0,10941,0.0,False,True,0.084805,2023
155,1,2023-01-01,19,8,1,5223,0,5223,0.0,False,False,0.084805,2023
156,1,2023-01-01,95,13,1,4984,0,4984,0.0,False,True,0.062191,2023
157,1,2023-01-01,96,4,2,8935,0,8935,0.0,False,True,0.084805,2023
158,1,2023-01-01,97,5,1,6632,0,6632,5.728833,False,True,0.062191,2023
159,1,2023-01-01,16080,9,1,5975,0,5975,0.0,False,False,0.062191,2023
159,2,2023-01-01,16080,14,2,10956,0,10956,0.0,False,False,0.084805,2023
159,3,2023-01-01,16080,4,1,4467,0,4467,0.0,False,False,0.084805,2023
160,1,2023-01-01,98,25,1,5917,0,5917,0.0,False,True,0.062191,2023
160,2,2023-01-01,98,27,1,1686,0,1686,0.0,False,True,0.039576,2023
161,1,2023-01-01,41081,10,1,4266,0,4266,0.0,False,False,0.084805,2023
162,1,2023-01-01,99,18,2,5163,0,5163,5.728833,False,True,0.039576,2023
163,1,2023-01-01,34676,5,2,13264,0,13264,0.0,False,False,0.062191,2023
164,1,2023-01-01,100,2,1,5746,0,5746,0.0,False,True,0.084805,2023
164,2,2023-01-01,100,21,1,1805,0,1805,0.0,False,True,0.039576,2023
165,1,2023-01-01,101,1,1,5753,0,5753,0.0,False,True,0.062191,2023
165,2,2023-01-01,101,6,1,4322,0,4322,0.0,False,True,0.084805,2023
166,1,2023-01-01,6014,18,1,2582,0,2582,0.0,False,False,0.039576,2023
166,2,2023-01-01,6014,33,2,4460,0,4460,0.0,False,False,0.039576,2023
166,3,2023-01-01,6014,6,2,8644,0,8644,0.0,False,False,0.084805,2023
167,1,2023-01-01,102,14,1,5478,0,5478,0.0,False,True,0.084805,2023
167,2,2023-01-01,102,11,1,5114,0,5114,0.0,False,True,0.062191,2023
168,1,2023-01-01,103,2,1,5746,0,5746,0.0,False,True,0.084805,2023
168,2,2023-01-01,103,36,1,1844,0,1844,0.0,False,True,0.039576,2023
169,1,2023-01-01,104,3,1,5360,0,5360,5.728833,False,True,0.062191,2023
170,1,2023-01-01,105,47,2,9488,0,9488,2.619908,False,True,0.084805,2023
170,2,2023-01-01,105,7,1,5688,0,5688,1.57065,False,True,0.062191,2023
170,3,2023-01-01,105,54,1,5571,0,5571,1.538276,False,True,0.10742,2023
171,1,2023-01-02,34453,54,1,5571,0,5571,0.0,False,False,0.10742,2023
172,1,2023-01-02,106,23,1,4050,0,4050,0.0,False,True,0.084805,2023
173,1,2023-01-02,36596,56,1,6269,0,6269,0.0,False,False,0.062191,2023
173,2,2023-01-02,36596,4,1,4467,0,4467,0.0,False,False,0.084805,2023
174,1,2023-01-02,107,1,1,5753,0,5753,5.728833,False,True,0.062191,2023
175,1,2023-01-02,108,9,1,5975,0,5975,5.728833,False,True,0.062191,2023
176,1,2023-01-02,51560,22,2,11472,0,11472,2.990019,False,False,0.062191,2023
176,2,2023-01-02,51560,29,1,4135,0,4135,1.077835,False,False,0.084805,2023
176,3,2023-01-02,51560,48,1,6373,0,6373,1.660979,False,False,0.062191,2023
177,1,2023-01-02,28632,23,1,4050,0,4050,5.728833,False,False,0.084805,2023
178,1,2023-01-02,36470,1,1,5753,0,5753,0.0,False,False,0.062191,2023
179,1,2023-01-02,4775,5,1,6632,0,6632,5.728833,False,False,0.062191,2023
180,1,2023-01-02,109,6,2,8644,0,8644,0.0,False,True,0.084805,2023
181,1,2023-01-02,110,24,1,1773,0,1773,5.728833,False,True,0.039576,2023
182,1,2023-01-02,111,18,1,2582,0,2582,0.0,False,True,0.039576,2023
182,2,2023-01-02,111,26,1,3901,0,3901,0.0,False,True,0.084805,2023
183,1,2023-01-02,112,8,2,10445,0,10445,0.0,False,True,0.084805,2023
184,1,2023-01-02,113,4,1,4467,0,4467,5.728833,False,True,0.084805,2023
185,1,2023-01-02,114,45,1,2458,0,2458,0.0,False,True,0.039576,2023
186,1,2023-01-02,115,55,1,5668,0,5668,0.0,False,True,0.084805,2023
187,1,2023-01-02,116,16,1,6565,0,6565,3.303424,False,True,0.062191,2023
187,2,2023-01-02,116,28,1,4820,0,4820,2.425409,False,True,0.062191,2023
188,1,2023-01-02,24352,27,2,3372,0,3372,3.198686,False,False,0.039576,2023
188,2,2023-01-02,24352,15,1,2667,0,2667,2.530147,False,False,0.039576,2023
189,1,2023-01-02,117,3,2,10719,0,10719,0.0,False,True,0.062191,2023
189,2,2023-01-02,117,27,1,1686,0,1686,0.0,False,True,0.039576,2023
190,1,2023-01-02,118,9,1,5975,0,5975,5.728833,False,True,0.062191,2023
191,1,2023-01-02,119,21,1,1805,0,1805,0.0,False,True,0.039576,2023
192,1,2023-01-02,2637,2,1,5746,0,5746,0.0,False,False,0.084805,2023
193,1,2023-01-02,120,11,1,5114,0,5114,0.0,False,True,0.062191,2023
193,2,2023-01-02,120,21,2,3611,0,3611,0.0,False,True,0.039576,2023
194,1,2023-01-02,6377,8,1,5223,0,5223,5.728833,False,False,0.084805,2023
195,1,2023-01-02,121,4,1,4467,0,4467,0.0,False,True,0.084805,2023
195,2,2023-01-02,121,1,1,5753,0,5753,0.0,False,True,0.062191,2023
195,3,2023-01-02,121,10,1,4266,0,4266,0.0,False,True,0.084805,2023
196,1,2023-01-02,122,49,1,1686,0,1686,0.0,False,True,0.039576,2023
196,2,2023-01-02,122,2,1,5746,0,5746,0.0,False,True,0.084805,2023
197,1,2023-01-02,123,2,1,5746,0,5746,5.728833,False,True,0.084805,2023
198,1,2023-01-02,124,7,1,5688,0,5688,0.0,False,True,0.062191,2023
198,2,2023-01-02,124,43,1,4834,0,4834,0.0,False,True,0.084805,2023
199,1,2023-01-02,12913,17,1,5471,0,5471,0.0,False,False,0.084805,2023
200,1,2023-01-02,125,14,2,10956,0,10956,0.0,False,True,0.084805,2023
201,1,2023-01-02,46376,2,2,11492,0,11492,0.0,False,False,0.084805,2023
202,1,2023-01-02,126,4,1,4467,0,4467,0.0,False,True,0.084805,2023
202,2,2023-01-02,126,8,1,5223,0,5223,0.0,False,True,0.084805,2023
203,1,2023-01-02,36751,57,1,1956,0,1956,0.0,False,False,0.039576,2023
203,2,2023-01-02,36751,65,2,11191,0,11191,0.0,False,False,0.084805,2023
203,3,2023-01-02,36751,33,1,2230,0,2230,0.0,False,False,0.039576,2023
204,1,2023-01-02,37688,13,1,4984,0,4984,0.0,False,False,0.062191,2023
205,1,2023-01-02,127,27,1,1686,0,1686,0.0,False,True,0.039576,2023
206,1,2023-01-02,128,36,2,3687,0,3687,0.0,False,True,0.039576,2023
206,2,2023-01-02,128,83,1,6270,0,6270,0.0,False,True,0.062191,2023
207,1,2023-01-02,129,68,1,4329,0,4329,0.0,False,True,0.084805,2023
207,2,2023-01-02,129,30,1,1747,0,1747,0.0,False,True,0.039576,2023
208,1,2023-01-02,130,29,1,4135,0,4135,5.728833,False,True,0.084805,2023
209,1,2023-01-02,131,24,1,1773,0,1773,0.0,False,True,0.039576,2023
209,2,2023-01-02,131,1,1,5753,0,5753,0.0,False,True,0.062191,2023
210,1,2023-01-02,132,8,1,5223,0,5223,0.0,False,True,0.084805,2023
210,2,2023-01-02,132,4,1,4467,0,4467,0.0,False,True,0.084805,2023
211,1,2023-01-02,133,15,1,2667,0,2667,2.141499,False,True,0.039576,2023
211,2,2023-01-02,133,4,1,4467,0,4467,3.587334,False,True,0.084805,2023
212,1,2023-01-02,134,14,1,5478,0,5478,0.0,False,True,0.084805,2023
213,1,2023-01-02,135,61,1,1735,0,1735,0.0,False,True,0.039576,2023
214,1,2023-01-02,136,4,2,8935,0,8935,0.0,False,True,0.084805,2023
215,1,2023-01-02,137,18,1,2582,0,2582,0.0,False,True,0.039576,2023
216,1,2023-01-02,138,27,2,3372,0,3372,2.11674,False,True,0.039576,2023
216,2,2023-01-02,138,1,1,5753,0,5753,3.612094,False,True,0.062191,2023
217,1,2023-01-02,38898,30,1,1747,0,1747,5.728833,False,False,0.039576,2023
218,1,2023-01-02,139,3,1,5360,0,5360,0.0,False,True,0.062191,2023
219,1,2023-01-02,140,8,1,5223,0,5223,0.0,False,True,0.084805,2023
220,1,2023-01-02,141,1,1,5753,0,5753,5.728833,False,True,0.062191,2023
221,1,2023-01-02,37353,9,1,5975,0,5975,5.728833,False,False,0.062191,2023
222,1,2023-01-02,142,43,1,4834,0,4834,0.0,False,True,0.084805,2023
222,2,2023-01-02,142,71,1,3944,0,3944,0.0,False,True,0.084805,2023
223,1,2023-01-02,33424,26,2,7802,0,7802,0.0,False,False,0.084805,2023
224,1,2023-01-02,143,8,1,5223,0,5223,0.0,False,True,0.084805,2023
224,2,2023-01-02,143,2,1,5746,0,5746,0.0,False,True,0.084805,2023
225,1,2023-01-02,144,8,2,10445,0,10445,0.0,False,True,0.084805,2023
225,2,2023-01-02,144,20,1,3992,0,3992,0.0,False,True,0.084805,2023
226,1,2023-01-02,145,28,1,4820,0,4820,0.0,False,True,0.062191,2023
227,1,2023-01-02,146,22,2,11472,0,11472,0.0,False,True,0.062191,2023
228,1,2023-01-02,147,21,1,1805,0,1805,0.0,False,True,0.039576,2023
228,2,2023-01-02,147,6,1,4322,0,4322,0.0,False,True,0.084805,2023
229,1,2023-01-02,148,4,1,4467,0,4467,0.0,False,True,0.084805,2023
229,2,2023-01-02,148,23,1,4050,0,4050,0.0,False,True,0.084805,2023
230,1,2023-01-02,149,5,1,6632,0,6632,0.0,False,True,0.062191,2023
231,1,2023-01-02,150,2,2,11492,0,11492,5.728833,False,True,0.084805,2023
232,1,2023-01-02,151,65,1,5595,0,5595,0.0,False,True,0.084805,2023
233,1,2023-01-02,20572,20,1,3992,0,3992,5.728833,False,False,0.084805,2023
234,1,2023-01-02,9364,84,2,14264,0,14264,0.0,False,False,0.062191,2023
235,1,2023-01-02,152,44,1,6472,0,6472,5.728833,False,True,0.062191,2023
236,1,2023-01-02,16548,3,1,5360,0,5360,0.0,False,False,0.062191,2023
