invoice_id,line_number,account_key,shipment_date,product_key,cartons,units,gross_invoice_amount,deduction_rate,payment_terms_days,realised_dso,fiscal_year,invoice_date,co_op_allowance,markdown_allowance,chargeback,other_deduction,total_deductions,net_revenue,due_date,collection_date
2,6,1,2023-03-17,35,2,44,90770,0.047919,60,65,2023,2023-03-17,1957,1305,7.394311,348,43.495947,86420,2023-05-16,2023-05-21
2,7,1,2023-03-17,12,11,240,478100,0.047919,60,65,2023,2023-03-17,10310,6873,38.947231,1833,229.101357,455190,2023-05-16,2023-05-21
2,8,1,2023-03-17,18,12,261,278771,0.047919,60,65,2023,2023-03-17,6011,4008,22.709418,1069,133.584811,265413,2023-05-16,2023-05-21
2,9,1,2023-03-17,13,2,44,89703,0.047919,60,65,2023,2023-03-17,1934,1290,7.307468,344,42.985106,85405,2023-05-16,2023-05-21
2,10,1,2023-03-17,20,2,44,71847,0.047919,60,65,2023,2023-03-17,1549,1033,5.85285,275,34.428526,68404,2023-05-16,2023-05-21
2,11,1,2023-03-17,31,2,44,96522,0.047919,60,65,2023,2023-03-17,2081,1388,7.862901,370,46.252357,91896,2023-05-16,2023-05-21
2,12,1,2023-03-17,15,11,240,263969,0.047919,60,65,2023,2023-03-17,5692,3795,21.503568,1012,126.491577,251320,2023-05-16,2023-05-21
2,13,1,2023-03-17,4,5,109,200994,0.047919,60,65,2023,2023-03-17,4334,2889,16.373505,771,96.314734,191363,2023-05-16,2023-05-21
2,14,1,2023-03-17,23,10,218,364455,0.047919,60,65,2023,2023-03-17,7859,5239,29.689416,1397,174.643623,346991,2023-05-16,2023-05-21
2,15,1,2023-03-17,34,2,44,124617,0.047919,60,65,2023,2023-03-17,2687,1791,10.151573,478,59.715135,118645,2023-05-16,2023-05-21
2,16,1,2023-03-17,10,3,65,115166,0.047919,60,65,2023,2023-03-17,2483,1656,9.381747,441,55.186746,109648,2023-05-16,2023-05-21
2,17,1,2023-03-17,14,8,174,394349,0.047919,60,65,2023,2023-03-17,8504,5669,32.124635,1512,188.968444,375452,2023-05-16,2023-05-21
2,18,1,2023-03-17,5,13,283,775794,0.047919,60,65,2023,2023-03-17,16729,11153,63.19811,2974,371.753588,738619,2023-05-16,2023-05-21
2,19,1,2023-03-17,29,8,174,297694,0.047919,60,65,2023,2023-03-17,6419,4280,24.250879,1141,142.652232,283429,2023-05-16,2023-05-21
2,20,1,2023-03-17,61,13,283,202971,0.047919,60,65,2023,2023-03-17,4377,2918,16.534526,778,97.261918,193245,2023-05-16,2023-05-21
2,21,1,2023-03-17,1,9,196,465929,0.047919,60,65,2023,2023-03-17,10047,6698,37.955774,1786,223.26926,443602,2023-05-16,2023-05-21
3,1,1,2023-05-13,15,7,152,167980,0.047919,60,65,2023,2023-05-13,3622,2415,13.684089,644,80.49464,159931,2023-07-12,2023-07-17
3,2,1,2023-05-13,17,8,174,393816,0.047919,60,65,2023,2023-05-13,8492,5661,32.081214,1510,188.713024,374944,2023-07-12,2023-07-17
3,3,1,2023-05-13,39,8,174,189223,0.047919,60,65,2023,2023-05-13,4080,2720,15.414614,725,90.674203,180156,2023-07-12,2023-07-17
3,4,1,2023-05-13,6,5,109,194443,0.047919,60,65,2023,2023-05-13,4193,2795,15.839783,745,93.175193,185125,2023-07-12,2023-07-17
3,5,1,2023-05-13,9,9,196,483919,0.047919,60,65,2023,2023-05-13,10435,6957,39.421248,1855,231.889695,460730,2023-07-12,2023-07-17
3,6,1,2023-05-13,5,3,65,179029,0.047919,60,65,2023,2023-05-13,3861,2574,14.584179,686,85.78929,170450,2023-07-12,2023-07-17
3,7,1,2023-05-13,4,12,261,482387,0.047919,60,65,2023,2023-05-13,10402,6935,39.296411,1849,231.155362,459271,2023-07-12,2023-07-17
3,8,1,2023-05-13,1,12,261,621239,0.047919,60,65,2023,2023-05-13,13396,8931,50.607699,2382,297.692347,591470,2023-07-12,2023-07-17
3,9,1,2023-05-13,27,2,44,30338,0.047919,60,65,2023,2023-05-13,654,436,2.471404,116,14.537671,28884,2023-07-12,2023-07-17
3,10,1,2023-05-13,24,3,65,47872,0.047919,60,65,2023,2023-05-13,1032,688,3.899789,184,22.939935,45578,2023-07-12,2023-07-17
3,11,1,2023-05-13,10,11,240,422277,0.047919,60,65,2023,2023-05-13,9106,6071,34.399738,1619,202.351403,402042,2023-07-12,2023-07-17
3,12,1,2023-05-13,30,12,261,188690,0.047919,60,65,2023,2023-05-13,4069,2713,15.371193,723,90.418782,179649,2023-07-12,2023-07-17
3,13,1,2023-05-13,16,11,240,649845,0.047919,60,65,2023,2023-05-13,14013,9342,52.937983,2491,311.399903,618705,2023-07-12,2023-07-17
3,14,1,2023-05-13,3,10,218,482275,0.047919,60,65,2023,2023-05-13,10400,6933,39.287365,1849,231.102149,459165,2023-07-12,2023-07-17
3,15,1,2023-05-13,35,5,109,226924,0.047919,60,65,2023,2023-05-13,4893,3262,18.485777,870,108.739867,216050,2023-07-12,2023-07-17
3,16,1,2023-05-13,43,3,65,130491,0.047919,60,65,2023,2023-05-13,2814,1876,10.630114,500,62.53008,124238,2023-07-12,2023-07-17
3,17,1,2023-05-13,2,6,131,310220,0.047919,60,65,2023,2023-05-13,6689,4460,25.271283,1189,148.654608,295354,2023-07-12,2023-07-17
3,18,1,2023-05-13,28,4,87,173499,0.047919,60,65,2023,2023-05-13,3741,2494,14.133682,665,83.139304,165185,2023-07-12,2023-07-17
3,19,1,2023-05-13,19,9,196,406264,0.047919,60,65,2023,2023-05-13,8761,5840,33.095286,1557,194.678152,386796,2023-07-12,2023-07-17
4,1,1,2023-05-18,18,10,218,232310,0.047919,60,65,2023,2023-05-18,5009,3340,18.924515,891,111.320676,221177,2023-07-17,2023-07-22
4,2,1,2023-05-18,61,10,218,156132,0.047919,60,65,2023,2023-05-18,3367,2245,12.718866,599,74.81686,148650,2023-07-17,2023-07-22
4,3,1,2023-05-18,3,3,65,144683,0.047919,60,65,2023,2023-05-18,3120,2080,11.78621,555,69.330645,137750,2023-07-17,2023-07-22
4,4,1,2023-05-18,1,8,174,414159,0.047919,60,65,2023,2023-05-18,8931,5954,33.738466,1588,198.461565,394313,2023-07-17,2023-07-22
4,5,1,2023-05-18,35,13,283,590002,0.047919,60,65,2023,2023-05-18,12723,8482,48.063021,2262,282.723654,561729,2023-07-17,2023-07-22
4,6,1,2023-05-18,17,3,65,147681,0.047919,60,65,2023,2023-05-18,3185,2123,12.030455,566,70.767384,140604,2023-07-17,2023-07-22
4,7,1,2023-05-18,5,2,44,119353,0.047919,60,65,2023,2023-05-18,2574,1716,9.722786,458,57.19286,113634,2023-07-17,2023-07-22
4,8,1,2023-05-18,29,12,261,446541,0.047919,60,65,2023,2023-05-18,9629,6419,36.376319,1712,213.978347,425143,2023-07-17,2023-07-22
4,9,1,2023-05-18,11,5,109,230089,0.047919,60,65,2023,2023-05-18,4962,3308,18.743592,882,110.256425,219063,2023-07-17,2023-07-22
4,10,1,2023-05-18,6,9,196,349997,0.047919,60,65,2023,2023-05-18,7547,5031,28.511609,1342,167.715347,333225,2023-07-17,2023-07-22
4,11,1,2023-05-18,39,11,240,260182,0.047919,60,65,2023,2023-05-18,5610,3740,21.195095,997,124.677029,247715,2023-07-17,2023-07-22
4,12,1,2023-05-18,2,5,109,258517,0.047919,60,65,2023,2023-05-18,5575,3716,21.059403,991,123.87884,246129,2023-07-17,2023-07-22
4,13,1,2023-05-18,12,3,65,130391,0.047919,60,65,2023,2023-05-18,2812,1874,10.621972,500,62.482188,124143,2023-07-17,2023-07-22
4,14,1,2023-05-18,8,10,218,469949,0.047919,60,65,2023,2023-05-18,10134,6756,38.283244,1802,225.195555,447430,2023-07-17,2023-07-22
5,1,1,2023-07-11,22,11,240,567759,0.047919,60,65,2023,2023-07-11,12243,8162,46.25108,2177,272.065178,540553,2023-09-09,2023-09-14
5,2,1,2023-07-11,25,10,218,532469,0.047919,60,65,2023,2023-07-11,11482,7655,43.376218,2041,255.154226,506953,2023-09-09,2023-09-14
5,3,1,2023-07-11,30,10,218,157242,0.047919,60,65,2023,2023-07-11,3391,2260,12.809328,603,75.348985,149707,2023-09-09,2023-09-14
5,4,1,2023-07-11,4,8,174,321591,0.047919,60,65,2023,2023-07-11,6935,4623,26.197608,1233,154.103574,306181,2023-09-09,2023-09-14
5,5,1,2023-07-11,24,5,109,79787,0.047919,60,65,2023,2023-07-11,1720,1147,6.499648,306,38.233225,75964,2023-09-09,2023-09-14
5,6,1,2023-07-11,43,10,218,434970,0.047919,60,65,2023,2023-07-11,9380,6253,35.433712,1667,208.433598,414126,2023-09-09,2023-09-14
5,7,1,2023-07-11,33,3,65,60198,0.047919,60,65,2023,2023-07-11,1298,865,4.90391,231,28.846529,57314,2023-09-09,2023-09-14
5,8,1,2023-07-11,14,7,152,345055,0.047919,60,65,2023,2023-07-11,7441,4960,28.109056,1323,165.347388,328520,2023-09-09,2023-09-14
5,9,1,2023-07-11,12,9,196,391173,0.047919,60,65,2023,2023-07-11,8435,5623,31.865916,1500,187.446565,372428,2023-09-09,2023-09-14
5,10,1,2023-07-11,36,11,240,182494,0.047919,60,65,2023,2023-07-11,3935,2623,14.866419,700,87.449522,173749,2023-09-09,2023-09-14
5,11,1,2023-07-11,18,6,131,139386,0.047919,60,65,2023,2023-07-11,3006,2004,11.354709,534,66.792406,132706,2023-09-09,2023-09-14
5,12,1,2023-07-11,2,12,261,620440,0.047919,60,65,2023,2023-07-11,13379,8919,50.542567,2378,297.309217,590709,2023-09-09,2023-09-14
5,13,1,2023-07-11,1,10,218,517699,0.047919,60,65,2023,2023-07-11,11163,7442,42.173082,1985,248.076956,492892,2023-09-09,2023-09-14
5,14,1,2023-07-11,23,6,131,218673,0.047919,60,65,2023,2023-07-11,4715,3144,17.81365,838,104.786174,208194,2023-09-09,2023-09-14
5,15,1,2023-07-11,5,12,261,716117,0.047919,60,65,2023,2023-07-11,15442,10295,58.336717,2745,343.157159,681802,2023-09-09,2023-09-14
5,16,1,2023-07-11,27,5,109,75845,0.047919,60,65,2023,2023-07-11,1635,1090,6.17851,291,36.344179,72210,2023-09-09,2023-09-14
6,1,1,2023-08-26,45,5,109,110602,0.047919,60,65,2023,2023-08-26,2385,1590,9.009951,424,52.99971,105302,2023-10-25,2023-10-30
6,2,1,2023-08-26,15,2,44,47994,0.047919,60,65,2023,2023-08-26,1035,690,3.90974,184,22.998469,45695,2023-10-25,2023-10-30
6,3,1,2023-08-26,14,3,65,147881,0.047919,60,65,2023,2023-08-26,3189,2126,12.046738,567,70.863166,140794,2023-10-25,2023-10-30
6,4,1,2023-08-26,6,6,131,233331,0.047919,60,65,2023,2023-08-26,5031,3354,19.007739,894,111.810232,222150,2023-10-25,2023-10-30
6,5,1,2023-08-26,10,3,65,115166,0.047919,60,65,2023,2023-08-26,2483,1656,9.381747,441,55.186746,109648,2023-10-25,2023-10-30
6,6,1,2023-08-26,39,2,44,47306,0.047919,60,65,2023,2023-08-26,1020,680,3.853654,181,22.668551,45039,2023-10-25,2023-10-30
6,7,1,2023-08-26,71,2,44,70981,0.047919,60,65,2023,2023-08-26,1531,1020,5.78229,272,34.013469,67580,2023-10-25,2023-10-30
6,8,1,2023-08-26,17,6,131,295362,0.047919,60,65,2023,2023-08-26,6369,4246,24.060911,1132,141.534768,281208,2023-10-25,2023-10-30
6,9,1,2023-08-26,7,4,87,204726,0.047919,60,65,2023,2023-08-26,4415,2943,16.677455,785,98.102676,194915,2023-10-25,2023-10-30
6,10,1,2023-08-26,4,4,87,160796,0.047919,60,65,2023,2023-08-26,3467,2312,13.098804,616,77.051787,153090,2023-10-25,2023-10-30
6,11,1,2023-08-26,22,6,131,309687,0.047919,60,65,2023,2023-08-26,6678,4452,25.227862,1187,148.399188,294847,2023-10-25,2023-10-30
6,12,1,2023-08-26,1,12,261,621239,0.047919,60,65,2023,2023-08-26,13396,8931,50.607699,2382,297.692347,591470,2023-10-25,2023-10-30
6,13,1,2023-08-26,61,11,240,171745,0.047919,60,65,2023,2023-08-26,3703,2469,13.990753,658,82.298546,163515,2023-10-25,2023-10-30
6,14,1,2023-08-26,27,2,44,30338,0.047919,60,65,2023,2023-08-26,654,436,2.471404,116,14.537671,28884,2023-10-25,2023-10-30
6,15,1,2023-08-26,75,3,65,214975,0.047919,60,65,2023,2023-08-26,4636,3090,17.512413,824,103.014195,204674,2023-10-25,2023-10-30
6,16,1,2023-08-26,9,11,240,591457,0.047919,60,65,2023,2023-08-26,12754,8503,48.181526,2267,283.420738,563114,2023-10-25,2023-10-30
6,17,1,2023-08-26,13,11,240,493369,0.047919,60,65,2023,2023-08-26,10639,7093,40.191074,1891,236.418084,469727,2023-10-25,2023-10-30
6,18,1,2023-08-26,62,11,240,468206,0.047919,60,65,2023,2023-08-26,10096,6731,38.14122,1795,224.360118,445770,2023-10-25,2023-10-30
6,19,1,2023-08-26,41,7,152,168913,0.047919,60,65,2023,2023-08-26,3642,2428,13.760076,648,80.941625,160819,2023-10-25,2023-10-30
6,20,1,2023-08-26,3,9,196,434048,0.047919,60,65,2023,2023-08-26,9360,6240,35.358629,1664,207.991934,413249,2023-10-25,2023-10-30
6,21,1,2023-08-26,5,13,283,775794,0.047919,60,65,2023,2023-08-26,16729,11153,63.19811,2974,371.753588,738619,2023-10-25,2023-10-30
6,22,1,2023-08-26,24,13,283,207446,0.047919,60,65,2023,2023-08-26,4473,2982,16.899085,795,99.406384,197506,2023-10-25,2023-10-30
6,23,1,2023-08-26,68,10,218,389552,0.047919,60,65,2023,2023-08-26,8400,5600,31.733842,1493,186.669661,370885,2023-10-25,2023-10-30
7,1,1,2023-08-27,26,8,174,280815,0.047919,60,65,2023,2023-08-27,6055,4037,22.875867,1077,134.563922,267358,2023-10-26,2023-10-31
7,2,1,2023-08-27,36,10,218,165904,0.047919,60,65,2023,2023-08-27,3577,2385,13.514926,636,79.499565,157954,2023-10-26,2023-10-31
7,3,1,2023-08-27,11,2,44,92035,0.047919,60,65,2023,2023-08-27,1985,1323,7.497437,353,44.10257,87625,2023-10-26,2023-10-31
7,4,1,2023-08-27,2,7,152,361923,0.047919,60,65,2023,2023-08-27,7804,5203,29.483164,1387,173.430376,344580,2023-10-26,2023-10-31
7,5,1,2023-08-27,27,5,109,75845,0.047919,60,65,2023,2023-08-27,1635,1090,6.17851,291,36.344179,72210,2023-10-26,2023-10-31
7,6,1,2023-08-27,10,8,174,307111,0.047919,60,65,2023,2023-08-27,6622,4415,25.017992,1177,147.164657,292394,2023-10-26,2023-10-31
7,7,1,2023-08-27,35,7,152,317693,0.047919,60,65,2023,2023-08-27,6851,4567,25.880088,1218,152.235814,302470,2023-10-26,2023-10-31
7,8,1,2023-08-27,3,6,131,289365,0.047919,60,65,2023,2023-08-27,6240,4160,23.572419,1109,138.661289,275499,2023-10-26,2023-10-31
7,9,1,2023-08-27,19,6,131,270843,0.047919,60,65,2023,2023-08-27,5840,3894,22.063524,1038,129.785434,257864,2023-10-26,2023-10-31
7,10,1,2023-08-27,1,2,44,103540,0.047919,60,65,2023,2023-08-27,2233,1488,8.434616,397,49.615391,98578,2023-10-26,2023-10-31
7,11,1,2023-08-27,21,5,109,81231,0.047919,60,65,2023,2023-08-27,1752,1168,6.617248,311,38.924988,77338,2023-10-26,2023-10-31
7,12,1,2023-08-27,6,2,44,77777,0.047919,60,65,2023,2023-08-27,1677,1118,6.335913,298,37.270077,74050,2023-10-26,2023-10-31
7,13,1,2023-08-27,12,6,131,260782,0.047919,60,65,2023,2023-08-27,5623,3749,21.243944,1000,124.964376,248285,2023-10-26,2023-10-31
7,14,1,2023-08-27,24,13,283,207446,0.047919,60,65,2023,2023-08-27,4473,2982,16.899085,795,99.406384,197506,2023-10-26,2023-10-31
7,15,1,2023-08-27,5,8,174,477412,0.047919,60,65,2023,2023-08-27,10295,6863,38.891145,1830,228.771439,454534,2023-10-26,2023-10-31
7,16,1,2023-08-27,39,13,283,307488,0.047919,60,65,2023,2023-08-27,6631,4420,25.048748,1179,147.345579,292754,2023-10-26,2023-10-31
7,17,1,2023-08-27,14,3,65,147881,0.047919,60,65,2023,2023-08-27,3189,2126,12.046738,567,70.863166,140794,2023-10-26,2023-10-31
7,18,1,2023-08-27,13,5,109,224259,0.047919,60,65,2023,2023-08-27,4836,3224,18.26867,860,107.462765,213512,2023-10-26,2023-10-31
8,1,1,2023-09-03,2,9,196,465330,0.047919,60,65,2023,2023-09-03,10034,6689,37.906925,1784,222.981912,443032,2023-11-02,2023-11-07
8,2,1,2023-09-03,33,13,283,260860,0.047919,60,65,2023,2023-09-03,5625,3750,21.250276,1000,125.001625,248359,2023-11-02,2023-11-07
8,3,1,2023-09-03,8,13,283,610934,0.047919,60,65,2023,2023-09-03,13174,8783,49.768218,2342,292.754221,581659,2023-11-02,2023-11-07
8,4,1,2023-09-03,44,7,152,407630,0.047919,60,65,2023,2023-09-03,8790,5860,33.206553,1563,195.332666,388097,2023-11-02,2023-11-07
8,5,1,2023-09-03,72,12,261,665214,0.047919,60,65,2023,2023-09-03,14344,9563,54.189969,2550,318.764521,633337,2023-11-02,2023-11-07
8,6,1,2023-09-03,10,13,283,499055,0.047919,60,65,2023,2023-09-03,10761,7174,40.654236,1913,239.142567,475140,2023-11-02,2023-11-07
8,7,1,2023-09-03,9,8,174,430150,0.047919,60,65,2023,2023-09-03,9276,6184,35.041109,1649,206.124173,409538,2023-11-02,2023-11-07
8,8,1,2023-09-03,1,8,174,414159,0.047919,60,65,2023,2023-09-03,8931,5954,33.738466,1588,198.461565,394313,2023-11-02,2023-11-07
8,9,1,2023-09-03,6,3,65,116666,0.047919,60,65,2023,2023-09-03,2516,1677,9.50387,447,55.905116,111075,2023-11-02,2023-11-07
8,10,1,2023-09-03,11,7,152,322124,0.047919,60,65,2023,2023-09-03,6946,4631,26.241029,1235,154.358995,306688,2023-11-02,2023-11-07
8,11,1,2023-09-03,4,8,174,321591,0.047919,60,65,2023,2023-09-03,6935,4623,26.197608,1233,154.103574,306181,2023-11-02,2023-11-07
8,12,1,2023-09-03,17,5,109,246135,0.047919,60,65,2023,2023-09-03,5308,3538,20.050759,944,117.94564,234340,2023-11-02,2023-11-07
8,13,1,2023-09-03,22,4,87,206458,0.047919,60,65,2023,2023-09-03,4452,2968,16.818575,791,98.932792,196565,2023-11-02,2023-11-07
8,14,1,2023-09-03,5,9,196,537088,0.047919,60,65,2023,2023-09-03,11582,7721,43.752538,2059,257.367869,511351,2023-11-02,2023-11-07
8,15,1,2023-09-03,20,5,109,179618,0.047919,60,65,2023,2023-09-03,3873,2582,14.632124,689,86.071316,171011,2023-11-02,2023-11-07
8,16,1,2023-09-03,41,10,218,241304,0.047919,60,65,2023,2023-09-03,5203,3469,19.657252,925,115.630893,229741,2023-11-02,2023-11-07
8,17,1,2023-09-03,12,9,196,391173,0.047919,60,65,2023,2023-09-03,8435,5623,31.865916,1500,187.446565,372428,2023-11-02,2023-11-07
8,18,1,2023-09-03,13,3,65,134555,0.047919,60,65,2023,2023-09-03,2901,1934,10.961202,516,64.477659,128107,2023-11-02,2023-11-07
8,19,1,2023-09-03,32,9,196,313118,0.047919,60,65,2023,2023-09-03,6752,4501,25.507388,1200,150.043456,298114,2023-11-02,2023-11-07
8,20,1,2023-09-03,18,8,174,185848,0.047919,60,65,2023,2023-09-03,4008,2672,15.139612,712,89.056541,176942,2023-11-02,2023-11-07
8,21,1,2023-09-03,40,3,65,181994,0.047919,60,65,2023,2023-09-03,3924,2616,14.825711,698,87.210065,173273,2023-11-02,2023-11-07
9,1,1,2023-09-24,21,13,283,211200,0.047919,60,65,2023,2023-09-24,4554,3036,17.204845,810,101.204968,201079,2023-11-23,2023-11-28
9,2,1,2023-09-24,4,3,65,120597,0.047919,60,65,2023,2023-09-24,2600,1734,9.824103,462,57.78884,114818,2023-11-23,2023-11-28
9,3,1,2023-09-24,9,6,131,322613,0.047919,60,65,2023,2023-09-24,6957,4638,26.280832,1237,154.59313,307153,2023-11-23,2023-11-28
9,4,1,2023-09-24,36,10,218,165904,0.047919,60,65,2023,2023-09-24,3577,2385,13.514926,636,79.499565,157954,2023-11-23,2023-11-28
9,5,1,2023-09-24,2,8,174,413626,0.047919,60,65,2023,2023-09-24,8919,5946,33.695045,1586,198.206144,393806,2023-11-23,2023-11-28
9,6,1,2023-09-24,24,3,65,47872,0.047919,60,65,2023,2023-09-24,1032,688,3.899789,184,22.939935,45578,2023-11-23,2023-11-28
9,7,1,2023-09-24,40,6,131,363989,0.047919,60,65,2023,2023-09-24,7849,5233,29.651422,1395,174.42013,346547,2023-11-23,2023-11-28
9,8,1,2023-09-24,33,13,283,260860,0.047919,60,65,2023,2023-09-24,5625,3750,21.250276,1000,125.001625,248359,2023-11-23,2023-11-28
9,9,1,2023-09-24,6,12,261,466662,0.047919,60,65,2023,2023-09-24,10063,6709,38.015479,1789,223.620463,444300,2023-11-23,2023-11-28
9,10,1,2023-09-24,15,9,196,215975,0.047919,60,65,2023,2023-09-24,4657,3105,17.593828,828,103.493108,205625,2023-11-23,2023-11-28
10,1,1,2023-10-02,24,2,44,31915,0.047919,60,65,2023,2023-10-02,688,459,2.599859,122,15.29329,30385,2023-12-01,2023-12-06
10,2,1,2023-10-02,84,8,174,513391,0.047919,60,65,2023,2023-10-02,11071,7380,41.822092,1968,246.012309,488789,2023-12-01,2023-12-06
10,3,1,2023-10-02,1,10,218,517699,0.047919,60,65,2023,2023-10-02,11163,7442,42.173082,1985,248.076956,492892,2023-12-01,2023-12-06
10,4,1,2023-10-02,64,9,196,469727,0.047919,60,65,2023,2023-10-02,10129,6753,38.265152,1801,225.08913,447218,2023-12-01,2023-12-06
10,5,1,2023-10-02,5,4,87,238706,0.047919,60,65,2023,2023-10-02,5147,3432,19.445572,915,114.38572,227267,2023-12-01,2023-12-06
10,6,1,2023-10-02,3,8,174,385820,0.047919,60,65,2023,2023-10-02,8320,5546,31.429892,1479,184.881719,367332,2023-12-01,2023-12-06
10,7,1,2023-10-02,15,13,283,311963,0.047919,60,65,2023,2023-10-02,6727,4485,25.413308,1196,149.490046,297014,2023-12-01,2023-12-06
10,8,1,2023-10-02,2,2,44,103407,0.047919,60,65,2023,2023-10-02,2230,1487,8.423761,396,49.551536,98451,2023-12-01,2023-12-06
10,9,1,2023-10-02,12,7,152,304246,0.047919,60,65,2023,2023-10-02,6561,4374,24.784601,1166,145.791773,289666,2023-12-01,2023-12-06
10,10,1,2023-10-02,21,5,109,81231,0.047919,60,65,2023,2023-10-02,1752,1168,6.617248,311,38.924988,77338,2023-12-01,2023-12-06
10,11,1,2023-10-02,60,7,152,417269,0.047919,60,65,2023,2023-10-02,8998,5999,33.991758,1600,199.951516,397274,2023-12-01,2023-12-06
10,12,1,2023-10-02,25,4,87,212987,0.047919,60,65,2023,2023-10-02,4593,3062,17.350487,816,102.061691,202781,2023-12-01,2023-12-06
10,13,1,2023-10-02,10,4,87,153555,0.047919,60,65,2023,2023-10-02,3311,2207,12.508996,589,73.582328,146197,2023-12-01,2023-12-06
10,14,1,2023-10-02,17,13,283,639951,0.047919,60,65,2023,2023-10-02,13800,9200,52.131973,2453,306.658663,609285,2023-12-01,2023-12-06
10,15,1,2023-10-02,4,9,196,361790,0.047919,60,65,2023,2023-10-02,7801,5201,29.472309,1387,173.366521,344453,2023-12-01,2023-12-06
10,16,1,2023-10-02,9,7,152,376381,0.047919,60,65,2023,2023-10-02,8116,5411,30.660971,1443,180.358652,358346,2023-12-01,2023-12-06
10,17,1,2023-10-02,8,5,109,234975,0.047919,60,65,2023,2023-10-02,5067,3378,19.141622,901,112.597777,223715,2023-12-01,2023-12-06
10,18,1,2023-10-02,37,10,218,614310,0.047919,60,65,2023,2023-10-02,13247,8831,50.04322,2355,294.371883,584873,2023-12-01,2023-12-06
10,19,1,2023-10-02,20,6,131,215541,0.047919,60,65,2023,2023-10-02,4648,3099,17.558549,826,103.285579,205213,2023-12-01,2023-12-06
10,20,1,2023-10-02,57,2,44,35202,0.047919,60,65,2023,2023-10-02,759,506,2.867625,135,16.868382,33515,2023-12-01,2023-12-06
10,21,1,2023-10-02,13,4,87,179407,0.047919,60,65,2023,2023-10-02,3869,2579,14.614936,688,85.970212,170810,2023-12-01,2023-12-06
