order_id,line_number,order_date,customer_key,product_key,quantity,gross_merchandise_value,promotional_discount,net_merchandise_value,shipping_revenue_allocated,is_promoted,is_first_order,return_rate,fiscal_year
6608,1,2023-02-07,16543,1,1,5753,0,5753,5.728833,False,False,0.062191,2023
35982,1,2023-06-30,22007,52,1,6957,0,6957,0.0,False,True,0.062191,2023
174150,1,2025-01-23,106768,57,1,2057,0,2057,0.0,False,True,0.039576,2025
95631,2,2024-02-25,58583,30,1,1792,0,1792,1.443571,False,True,0.039576,2024
41749,1,2023-08-01,25541,36,1,1844,0,1844,1.51807,False,True,0.039576,2023
14044,1,2023-03-17,8679,18,1,2582,425,2157,0.0,True,True,0.039576,2023
130687,1,2024-08-18,18876,61,1,1779,0,1779,5.757974,False,False,0.039576,2024
88544,2,2024-01-16,71769,1,1,5899,0,5899,0.0,False,False,0.062191,2024
13876,2,2023-03-16,8567,1,2,11507,1738,9768,4.264132,True,True,0.062191,2023
216867,1,2025-08-26,110454,49,1,1773,219,1554,0.0,True,False,0.039576,2025
35519,2,2023-06-29,21729,36,1,1844,0,1844,0.0,False,True,0.039576,2023
10426,2,2023-02-27,6467,24,1,1773,0,1773,1.503348,False,True,0.039576,2023
114708,1,2024-05-30,70175,49,1,1729,0,1729,5.757974,False,True,0.039576,2024
12767,1,2023-03-11,32224,21,1,1805,0,1805,1.471691,False,False,0.039576,2023
84802,2,2023-12-28,12710,27,2,3372,0,3372,0.0,False,False,0.039576,2023
209619,1,2025-07-23,117101,39,1,2764,0,2764,1.434366,False,False,0.039576,2025
13139,3,2023-03-13,17581,2,1,5746,0,5746,0.0,False,False,0.084805,2023
57626,1,2023-10-10,35331,38,2,9154,0,9154,0.0,False,True,0.084805,2023
253984,2,2025-12-31,40239,45,2,5170,0,5170,0.0,False,False,0.039576,2025
8679,1,2023-02-18,4727,5,1,6632,0,6632,0.0,False,False,0.062191,2023
14084,1,2023-03-17,10172,15,1,2667,420,2246,0.0,True,False,0.039576,2023
106888,1,2024-04-20,76831,21,1,1851,0,1851,1.240818,False,False,0.039576,2024
12637,2,2023-03-10,15686,30,1,1747,0,1747,1.610808,False,False,0.039576,2023
10208,1,2023-02-26,6336,5,2,13264,0,13264,0.0,False,True,0.062191,2023
245087,1,2025-12-04,150016,43,1,5083,0,5083,0.0,False,True,0.084805,2025
92758,1,2024-02-08,56850,30,1,1792,0,1792,5.757974,False,True,0.039576,2024
11712,3,2023-03-05,35401,15,1,2667,0,2667,0.0,False,False,0.039576,2023
35073,2,2023-06-27,21469,39,2,5257,0,5257,4.307241,False,True,0.039576,2023
8190,1,2023-02-15,5101,22,2,11472,0,11472,0.0,False,True,0.062191,2023
41817,3,2023-08-01,33623,36,1,1844,0,1844,0.0,False,False,0.039576,2023
80995,3,2023-12-16,50209,27,2,3372,627,2744,0.0,True,False,0.039576,2023
81463,1,2023-12-18,49917,15,1,2667,504,2163,5.728833,True,True,0.039576,2023
52185,1,2023-09-17,9712,47,1,4744,0,4744,5.728833,False,False,0.084805,2023
24674,2,2023-05-06,15129,41,1,2682,0,2682,0.0,False,True,0.039576,2023
119898,1,2024-06-22,73356,36,1,1890,244,1646,5.757974,True,True,0.039576,2024
16281,1,2023-03-28,10046,53,1,2105,271,1834,0.0,True,True,0.039576,2023
19381,3,2023-04-10,11917,46,1,7654,1112,6542,0.0,True,True,0.10742,2023
11098,2,2023-03-02,6857,3,1,5360,0,5360,0.0,False,True,0.062191,2023
16089,1,2023-03-27,9912,18,1,2582,379,2203,5.728833,True,True,0.039576,2023
6384,2,2023-02-06,3977,5,1,6632,0,6632,0.0,False,True,0.062191,2023
9177,1,2023-02-20,5692,4,1,4467,0,4467,0.0,False,True,0.084805,2023
6078,1,2023-02-04,3782,11,1,5114,0,5114,5.728833,False,True,0.062191,2023
9362,1,2023-02-21,5812,2,1,5746,0,5746,0.0,False,True,0.084805,2023
88612,2,2024-01-16,54283,30,1,1792,0,1792,0.0,False,True,0.039576,2024
16932,3,2023-03-31,44891,29,2,8271,1195,7076,0.0,True,False,0.084805,2023
11444,1,2023-03-04,5170,1,1,5753,0,5753,5.728833,False,False,0.062191,2023
246680,3,2025-12-09,150992,60,1,6966,0,6966,0.0,False,True,0.062191,2025
16734,2,2023-03-30,10309,2,1,5746,1042,4704,2.787992,True,True,0.084805,2023
18001,2,2023-04-05,11053,43,1,4834,937,3897,0.0,True,True,0.084805,2023
20997,1,2023-04-18,12912,57,1,1956,0,1956,1.50884,False,True,0.039576,2023
34572,2,2023-06-24,30759,55,1,5668,739,4929,0.0,True,False,0.084805,2023
217160,1,2025-08-27,133042,78,1,6513,1237,5276,0.0,True,True,0.062191,2025
93469,1,2024-02-12,100973,30,1,1792,0,1792,0.0,False,False,0.039576,2024
23269,1,2023-04-29,14275,74,1,3880,0,3880,0.0,False,True,0.084805,2023
33255,1,2023-06-18,25194,80,1,6185,1230,4955,5.728833,True,False,0.062191,2023
250724,1,2025-12-21,153407,39,1,2764,450,2314,0.0,True,True,0.039576,2025
47362,1,2023-08-26,29072,68,2,8658,1752,6907,0.0,True,True,0.084805,2023
195378,2,2025-05-11,132410,61,1,1825,0,1825,0.0,False,False,0.039576,2025
37778,1,2023-07-10,23115,43,1,4834,0,4834,5.728833,False,True,0.084805,2023
232400,1,2025-11-03,115292,72,1,6478,0,6478,5.78999,False,False,0.062191,2025
13973,2,2023-03-17,8628,24,1,1773,358,1415,1.433128,True,True,0.039576,2023
251105,2,2025-12-22,153633,31,1,5640,0,5640,0.0,False,True,0.062191,2025
8012,1,2023-02-14,31160,31,1,5363,0,5363,0.0,False,False,0.062191,2023
197856,1,2025-05-24,56667,20,2,8397,0,8397,0.0,False,False,0.084805,2025
8266,2,2023-02-16,3262,1,1,5753,0,5753,0.0,False,False,0.062191,2023
8735,1,2023-02-18,5420,15,1,2667,0,2667,0.0,False,True,0.039576,2023
211418,2,2025-08-02,129559,53,1,2214,0,2214,0.0,False,True,0.039576,2025
23640,1,2023-04-30,47389,36,1,1844,0,1844,2.894446,False,False,0.039576,2023
214676,1,2025-08-16,131525,36,1,1939,0,1939,5.78999,False,True,0.039576,2025
251389,1,2025-12-23,153804,36,2,3878,0,3878,0.0,False,True,0.039576,2025
9078,2,2023-02-20,1457,30,1,1747,0,1747,1.649457,False,False,0.039576,2023
37475,1,2023-07-08,22934,71,2,7888,0,7888,0.0,False,True,0.084805,2023
128186,1,2024-08-07,78450,61,1,1779,0,1779,0.0,False,True,0.039576,2024
207318,1,2025-07-09,127034,47,1,4989,0,4989,0.0,False,True,0.084805,2025
192197,1,2025-04-25,77695,15,1,2804,0,2804,5.78999,False,False,0.039576,2025
11909,1,2023-03-07,26294,1,1,5753,0,5753,0.0,False,False,0.062191,2023
253200,2,2025-12-29,154896,19,1,5275,0,5275,0.0,False,True,0.062191,2025
10724,2,2023-03-01,6643,2,1,5746,0,5746,0.0,False,True,0.084805,2023
21016,2,2023-04-18,24899,43,1,4834,0,4834,0.0,False,False,0.084805,2023
40369,1,2023-07-24,30377,78,1,6194,0,6194,5.728833,False,False,0.062191,2023
12504,1,2023-03-10,7716,4,1,4467,0,4467,0.0,False,True,0.084805,2023
107404,2,2024-04-22,65779,21,1,1851,0,1851,1.69666,False,True,0.039576,2024
130999,1,2024-08-20,102783,45,1,2521,363,2158,0.0,True,False,0.039576,2024
13584,1,2023-03-15,3113,19,2,10033,1492,8542,3.738241,True,False,0.062191,2023
11387,1,2023-03-04,7037,3,1,5360,0,5360,5.728833,False,True,0.062191,2023
11237,1,2023-03-03,6945,22,1,5736,0,5736,0.0,False,True,0.062191,2023
188431,2,2025-04-08,115547,84,1,7500,727,6773,0.0,True,True,0.062191,2025
106976,2,2024-04-20,65526,49,2,3457,0,3457,0.0,False,True,0.039576,2024
16223,3,2023-03-27,10005,1,1,5753,929,4824,0.0,True,True,0.062191,2023
113460,2,2024-05-23,69391,20,1,4094,0,4094,0.0,False,True,0.084805,2024
125516,1,2024-07-23,8036,18,1,2647,0,2647,5.757974,False,False,0.039576,2024
8353,1,2023-02-16,48519,2,2,11492,0,11492,0.0,False,False,0.084805,2023
194760,1,2025-05-08,119375,18,1,2715,0,2715,0.0,False,True,0.039576,2025
12666,1,2023-03-10,7825,8,1,5223,0,5223,0.0,False,True,0.084805,2023
7680,2,2023-02-13,4788,16,1,6565,0,6565,0.0,False,True,0.062191,2023
14902,2,2023-03-22,26700,5,1,6632,870,5762,0.0,True,False,0.062191,2023
224997,1,2025-10-01,137793,47,1,4989,0,4989,0.0,False,True,0.084805,2025
207690,1,2025-07-12,127248,25,2,12446,0,12446,0.0,False,True,0.062191,2025
121193,1,2024-06-28,74141,39,1,2695,0,2695,5.757974,False,True,0.039576,2024
8866,1,2023-02-19,30990,18,1,2582,0,2582,5.728833,False,False,0.039576,2023
16354,1,2023-03-28,10091,29,1,4135,425,3711,5.728833,True,True,0.084805,2023
11540,1,2023-03-05,7119,32,1,3866,0,3866,0.0,False,True,0.084805,2023
17489,1,2023-04-02,10759,61,1,1735,354,1381,0.0,True,True,0.039576,2023
31463,1,2023-06-10,48868,43,1,4834,490,4344,0.0,True,False,0.084805,2023
44300,1,2023-08-13,27163,61,2,3470,0,3470,0.0,False,True,0.039576,2023
34423,1,2023-06-23,21085,48,2,12746,1290,11455,0.0,True,True,0.062191,2023
115927,1,2024-06-04,70921,49,2,3457,0,3457,5.757974,False,True,0.039576,2024
8142,1,2023-02-15,5077,24,1,1773,0,1773,5.728833,False,True,0.039576,2023
129596,2,2024-08-14,89982,53,1,2159,0,2159,0.0,False,False,0.039576,2024
16034,1,2023-03-27,9886,11,2,10228,1186,9042,0.0,True,True,0.062191,2023
15973,1,2023-03-26,9850,4,1,4467,693,3774,0.0,True,True,0.084805,2023
12400,2,2023-03-09,7647,13,2,9969,0,9969,0.0,False,True,0.062191,2023
28757,2,2023-05-29,42068,78,2,12388,0,12388,0.0,False,False,0.062191,2023
8760,1,2023-02-18,5435,3,2,10719,0,10719,0.0,False,True,0.062191,2023
14980,1,2023-03-22,9234,1,1,5753,582,5172,5.728833,True,True,0.062191,2023
26081,2,2023-05-14,47809,56,1,6269,0,6269,0.0,False,False,0.062191,2023
128931,2,2024-08-11,57543,36,1,1890,0,1890,1.473773,False,False,0.039576,2024
13264,1,2023-03-13,13802,9,2,11951,0,11951,0.0,False,False,0.062191,2023
6831,1,2023-02-08,4258,1,1,5753,0,5753,0.0,False,True,0.062191,2023
35265,1,2023-06-27,21578,39,1,2629,0,2629,5.728833,False,True,0.039576,2023
77998,2,2023-12-08,47804,27,1,1686,0,1686,0.0,False,True,0.039576,2023
250084,1,2025-12-19,67123,19,1,5275,709,4567,0.0,True,False,0.062191,2025
251845,1,2025-12-25,154081,45,1,2585,0,2585,0.0,False,True,0.039576,2025
13617,2,2023-03-15,8410,27,1,1686,98,1588,0.0,True,True,0.039576,2023
13333,1,2023-03-14,8233,1,1,5753,0,5753,0.0,False,True,0.062191,2023
28276,1,2023-05-26,17338,57,1,1956,0,1956,5.728833,False,True,0.039576,2023
25615,2,2023-05-11,15696,45,1,2458,0,2458,0.0,False,True,0.039576,2023
47636,1,2023-08-28,29244,67,1,7535,1060,6476,0.0,True,True,0.10742,2023
14548,1,2023-03-20,7054,49,1,1686,226,1460,0.0,True,False,0.039576,2023
11304,1,2023-03-03,6984,5,1,6632,0,6632,0.0,False,True,0.062191,2023
47019,1,2023-08-25,28864,61,1,1735,299,1436,0.0,True,True,0.039576,2023
39740,1,2023-07-21,27308,53,1,2105,0,2105,0.0,False,False,0.039576,2023
123822,1,2024-07-13,75729,18,1,2647,0,2647,5.757974,False,True,0.039576,2024
31198,1,2023-06-09,19094,51,1,4193,0,4193,2.431195,False,True,0.084805,2023
16628,1,2023-03-29,10251,21,1,1805,267,1538,5.728833,True,True,0.039576,2023
28969,1,2023-05-30,17747,39,1,2629,0,2629,5.728833,False,True,0.039576,2023
239844,1,2025-11-20,146808,49,2,3545,0,3545,5.78999,False,True,0.039576,2025
41090,1,2023-07-29,25134,42,1,8149,0,8149,0.0,False,True,0.10742,2023
90016,2,2024-01-24,83706,1,1,5899,0,5899,0.0,False,False,0.062191,2024
13415,3,2023-03-14,8290,2,1,5746,0,5746,0.0,False,True,0.084805,2023
6530,1,2023-02-07,1690,11,2,10228,0,10228,0.0,False,False,0.062191,2023
8180,3,2023-02-15,24333,2,1,5746,0,5746,0.0,False,False,0.084805,2023
80385,1,2023-12-15,49251,27,1,1686,338,1348,5.728833,True,True,0.039576,2023
9367,2,2023-02-21,5816,1,1,5753,0,5753,0.0,False,True,0.062191,2023
202427,2,2025-06-15,124006,36,1,1939,374,1565,0.0,True,True,0.039576,2025
250107,2,2025-12-19,150884,39,1,2764,381,2384,0.0,True,False,0.039576,2025
25152,1,2023-05-08,15413,49,1,1686,0,1686,2.736219,False,True,0.039576,2023
6746,2,2023-02-08,28842,1,1,5753,0,5753,0.0,False,False,0.062191,2023
14598,1,2023-03-20,9008,15,1,2667,367,2300,0.0,True,True,0.039576,2023
10734,1,2023-03-01,21581,1,1,5753,0,5753,0.0,False,False,0.062191,2023
12130,1,2023-03-08,26463,2,1,5746,0,5746,0.0,False,False,0.084805,2023
95936,3,2024-02-27,52762,4,1,4581,0,4581,0.0,False,False,0.084805,2024
121842,1,2024-06-30,74516,39,2,5391,0,5391,5.757974,False,True,0.039576,2024
15273,1,2023-03-23,22114,6,1,4322,359,3963,0.0,True,False,0.084805,2023
236088,1,2025-11-11,46954,49,1,1773,0,1773,0.0,False,False,0.039576,2025
111691,2,2024-05-14,68336,21,2,3703,0,3703,0.0,False,True,0.039576,2024
17805,1,2023-04-04,12657,45,1,2458,300,2159,5.728833,True,False,0.039576,2023
14525,1,2023-03-20,8966,2,1,5746,482,5264,0.0,True,True,0.084805,2023
11212,1,2023-03-03,23370,12,2,9660,0,9660,0.0,False,False,0.084805,2023
35037,3,2023-06-26,21452,54,2,11141,0,11141,0.0,False,True,0.10742,2023
80441,1,2023-12-15,49290,15,2,5334,1005,4329,0.0,True,True,0.039576,2023
16040,2,2023-03-27,9888,4,1,4467,1004,3463,0.0,True,True,0.084805,2023
241430,1,2025-11-24,147794,40,1,7090,1085,6005,5.78999,True,True,0.062191,2025
16069,1,2023-03-27,36750,5,1,6632,1302,5330,5.728833,True,False,0.062191,2023
115662,1,2024-06-03,70762,49,1,1729,0,1729,0.0,False,True,0.039576,2024
8883,1,2023-02-19,5515,10,1,4266,0,4266,0.0,False,True,0.084805,2023
8869,1,2023-02-19,5506,2,1,5746,0,5746,0.0,False,True,0.084805,2023
13249,2,2023-03-13,8181,5,1,6632,0,6632,0.0,False,True,0.062191,2023
10173,2,2023-02-26,6313,5,1,6632,0,6632,0.0,False,True,0.062191,2023
95792,1,2024-02-26,35506,30,1,1792,0,1792,5.757974,False,False,0.039576,2024
45294,1,2023-08-17,16917,36,1,1844,0,1844,5.728833,False,False,0.039576,2023
94817,1,2024-02-20,99222,4,2,9161,0,9161,0.0,False,False,0.084805,2024
38278,2,2023-07-13,23447,39,1,2629,0,2629,3.490393,False,True,0.039576,2023
239845,1,2025-11-20,146809,78,1,6513,0,6513,0.0,False,True,0.062191,2025
8894,2,2023-02-19,21234,9,2,11951,0,11951,0.0,False,False,0.062191,2023
194984,1,2025-05-09,119501,18,1,2715,0,2715,5.78999,False,True,0.039576,2025
10194,1,2023-02-26,6327,2,1,5746,0,5746,5.728833,False,True,0.084805,2023
14728,1,2023-03-21,9089,1,1,5753,1406,4347,5.728833,True,True,0.062191,2023
197875,2,2025-05-24,121242,18,1,2715,0,2715,0.0,False,True,0.039576,2025
214284,2,2025-08-15,131292,68,1,4553,0,4553,0.0,False,True,0.084805,2025
91017,1,2024-01-29,55774,30,1,1792,0,1792,0.0,False,True,0.039576,2024
19913,1,2023-04-13,30137,38,1,4577,0,4577,5.728833,False,False,0.084805,2023
230287,1,2025-10-26,141021,27,1,1773,0,1773,5.78999,False,True,0.039576,2025
202538,1,2025-06-15,124066,56,1,6593,1303,5290,0.0,True,True,0.062191,2025
13675,2,2023-03-15,8442,15,1,2667,418,2249,1.955012,True,True,0.039576,2023
27770,1,2023-05-23,23536,45,1,2458,0,2458,0.0,False,False,0.039576,2023
9236,1,2023-02-21,21877,13,2,9969,0,9969,0.0,False,False,0.062191,2023
124265,1,2024-07-16,76011,36,1,1890,0,1890,2.398888,False,True,0.039576,2024
113177,1,2024-05-22,69214,21,1,1851,0,1851,0.0,False,True,0.039576,2024
12608,1,2023-03-10,22958,1,2,11507,0,11507,0.0,False,False,0.062191,2023
10187,1,2023-02-26,6321,2,1,5746,0,5746,0.0,False,True,0.084805,2023
8513,1,2023-02-17,34570,18,2,5163,0,5163,5.728833,False,False,0.039576,2023
38782,2,2023-07-16,23731,42,1,8149,0,8149,0.0,False,True,0.10742,2023
11350,2,2023-03-03,7013,32,2,7733,0,7733,0.0,False,True,0.084805,2023
114609,1,2024-05-29,70107,21,1,1851,0,1851,5.757974,False,True,0.039576,2024
10901,1,2023-03-01,48822,1,1,5753,0,5753,0.0,False,False,0.062191,2023
13365,1,2023-03-14,27322,33,1,2230,0,2230,0.0,False,False,0.039576,2023
10289,2,2023-02-26,6390,4,1,4467,0,4467,0.0,False,True,0.084805,2023
14426,1,2023-03-19,23486,20,1,3992,753,3239,0.0,True,False,0.084805,2023
198016,1,2025-05-25,121325,18,1,2715,0,2715,0.0,False,True,0.039576,2025
13323,1,2023-03-13,8227,12,1,4830,0,4830,0.0,False,True,0.084805,2023
230640,2,2025-10-27,141230,49,1,1773,0,1773,0.0,False,True,0.039576,2025
31362,2,2023-06-10,51644,49,2,3372,326,3046,3.438398,True,False,0.039576,2023
16770,1,2023-03-30,25988,6,1,4322,739,3583,0.0,True,False,0.084805,2023
11379,1,2023-03-04,7032,17,1,5471,0,5471,0.0,False,True,0.084805,2023
11864,2,2023-03-06,7318,27,1,1686,0,1686,0.0,False,True,0.039576,2023
129000,1,2024-08-11,78956,41,1,2750,0,2750,5.757974,False,True,0.039576,2024
206793,1,2025-07-06,126735,45,1,2585,0,2585,0.0,False,True,0.039576,2025
12331,1,2023-03-09,7607,17,1,5471,0,5471,0.0,False,True,0.084805,2023
237245,1,2025-11-14,50000,48,1,6702,0,6702,0.0,False,False,0.062191,2025
46657,1,2023-08-23,35570,61,1,1735,293,1443,0.0,True,False,0.039576,2023
196098,1,2025-05-15,120169,18,1,2715,0,2715,0.0,False,True,0.039576,2025
208660,2,2025-07-18,127844,41,1,2820,0,2820,3.485221,False,True,0.039576,2025
194814,1,2025-05-08,48786,18,1,2715,0,2715,0.0,False,False,0.039576,2025
41047,3,2023-07-28,15988,73,1,5263,0,5263,0.0,False,False,0.10742,2023
248107,1,2025-12-13,151846,43,1,5083,619,4464,0.0,True,True,0.084805,2025
16588,1,2023-03-29,10228,13,1,4984,443,4542,5.728833,True,True,0.062191,2023
9028,2,2023-02-20,44290,5,1,6632,0,6632,0.0,False,False,0.062191,2023
12884,1,2023-03-11,7956,1,2,11507,0,11507,0.0,False,True,0.062191,2023
7670,1,2023-02-13,4781,14,1,5478,0,5478,5.728833,False,True,0.084805,2023
11850,2,2023-03-06,5740,1,1,5753,0,5753,3.290356,False,False,0.062191,2023
13402,2,2023-03-14,43007,18,1,2582,0,2582,0.0,False,False,0.039576,2023
12674,2,2023-03-10,2688,1,1,5753,0,5753,0.0,False,False,0.062191,2023
191283,1,2025-04-21,95385,15,1,2804,0,2804,0.0,False,False,0.039576,2025
19679,1,2023-04-12,12088,69,1,5081,0,5081,0.0,False,True,0.062191,2023
9049,1,2023-02-20,5616,33,1,2230,0,2230,0.0,False,True,0.039576,2023
13852,1,2023-03-16,35673,8,2,10445,1674,8772,0.0,True,False,0.084805,2023
19294,1,2023-04-10,31276,67,1,7535,1209,6326,5.728833,True,False,0.10742,2023
244997,1,2025-12-04,149961,39,1,2764,0,2764,0.0,False,True,0.039576,2025
40058,1,2023-07-23,24516,61,1,1735,0,1735,5.728833,False,True,0.039576,2023
14472,1,2023-03-20,28348,1,1,5753,1213,4540,0.0,True,False,0.062191,2023
34255,1,2023-06-23,2142,44,1,6472,882,5590,5.728833,True,False,0.062191,2023
13949,1,2023-03-17,8616,49,1,1686,241,1445,0.0,True,True,0.039576,2023
250625,1,2025-12-21,150732,44,1,6805,1263,5543,5.78999,True,False,0.062191,2025
80556,1,2023-12-15,49358,15,1,2667,409,2257,0.0,True,True,0.039576,2023
224486,1,2025-09-29,127041,27,1,1773,0,1773,5.78999,False,False,0.039576,2025
17082,1,2023-03-31,10521,49,2,3372,775,2596,0.0,True,True,0.039576,2023
31186,3,2023-06-09,19086,85,1,5694,0,5694,0.0,False,True,0.062191,2023
14222,1,2023-03-18,8786,2,1,5746,883,4863,0.0,True,True,0.084805,2023
122443,1,2024-07-04,74893,39,1,2695,0,2695,1.819926,False,True,0.039576,2024
42164,2,2023-08-03,25805,39,1,2629,0,2629,0.0,False,True,0.039576,2023
10553,1,2023-02-28,6545,3,1,5360,0,5360,0.0,False,True,0.062191,2023
31644,1,2023-06-11,34503,61,1,1735,264,1471,0.0,True,False,0.039576,2023
217317,1,2025-08-28,52655,49,1,1773,291,1482,0.0,True,False,0.039576,2025
15210,2,2023-03-23,25694,26,1,3901,620,3281,0.0,True,False,0.084805,2023
189620,1,2025-04-13,116266,15,1,2804,0,2804,0.0,False,True,0.039576,2025
16641,1,2023-03-29,19379,30,1,1747,238,1510,5.728833,True,False,0.039576,2023
236167,1,2025-11-12,144546,53,1,2214,0,2214,5.78999,False,True,0.039576,2025
249935,1,2025-12-19,4645,19,1,5275,549,4727,0.0,True,False,0.062191,2025
199442,2,2025-06-01,139577,61,1,1825,0,1825,0.0,False,False,0.039576,2025
190658,1,2025-04-18,116908,61,1,1825,0,1825,1.342911,False,True,0.039576,2025
45212,1,2023-08-17,27712,49,2,3372,0,3372,0.0,False,True,0.039576,2023
114485,1,2024-05-29,70022,13,1,5111,0,5111,0.0,False,True,0.062191,2024
10870,1,2023-03-01,6729,9,1,5975,0,5975,0.0,False,True,0.062191,2023
172831,1,2025-01-17,105958,57,1,2057,0,2057,5.78999,False,True,0.039576,2025
45682,1,2023-08-18,24774,73,1,5263,0,5263,0.0,False,False,0.10742,2023
32558,2,2023-06-15,19557,47,1,4744,700,4044,0.0,True,False,0.084805,2023
16769,1,2023-03-30,10332,32,1,3866,714,3153,5.728833,True,True,0.084805,2023
15065,2,2023-03-22,15761,1,1,5753,920,4834,0.0,True,False,0.062191,2023
10396,2,2023-02-27,6454,7,1,5688,0,5688,0.0,False,True,0.062191,2023
11029,1,2023-03-02,6815,1,2,11507,0,11507,0.0,False,True,0.062191,2023
207035,2,2025-07-08,42204,47,1,4989,0,4989,0.0,False,False,0.084805,2025
15989,2,2023-03-26,9859,30,1,1747,295,1452,1.492188,True,True,0.039576,2023
247002,1,2025-12-10,151186,39,1,2764,595,2169,5.78999,True,True,0.039576,2025
190682,2,2025-04-18,139968,15,1,2804,0,2804,0.0,False,False,0.039576,2025
11837,3,2023-03-06,7299,10,2,8533,0,8533,0.0,False,True,0.084805,2023
8250,1,2023-02-16,5137,16,1,6565,0,6565,0.0,False,True,0.062191,2023
8848,1,2023-02-19,5497,26,1,3901,0,3901,5.728833,False,True,0.084805,2023
119830,1,2024-06-22,102702,36,1,1890,429,1461,0.0,True,False,0.039576,2024
39970,1,2023-07-22,4519,57,1,1956,0,1956,5.728833,False,False,0.039576,2023
31246,2,2023-06-09,19125,41,1,2682,0,2682,0.0,False,True,0.039576,2023
41119,2,2023-07-29,14161,53,1,2105,0,2105,0.0,False,False,0.039576,2023
246666,1,2025-12-09,150983,49,2,3545,0,3545,0.0,False,True,0.039576,2025
226395,1,2025-10-08,37309,57,1,2057,0,2057,1.804037,False,False,0.039576,2025
163554,1,2024-12-12,100278,44,1,6636,1173,5463,0.0,True,True,0.062191,2024
117281,2,2024-06-11,71757,39,1,2695,465,2230,0.0,True,True,0.039576,2024
10384,1,2023-02-27,6448,23,1,4050,0,4050,0.0,False,True,0.084805,2023
6821,2,2023-02-08,4252,16,1,6565,0,6565,4.276328,False,True,0.062191,2023
172869,1,2025-01-17,105985,39,2,5528,0,5528,5.78999,False,True,0.039576,2025
8359,1,2023-02-16,46392,12,2,9660,0,9660,0.0,False,False,0.084805,2023
12456,3,2023-03-09,13396,6,1,4322,0,4322,1.428334,False,False,0.084805,2023
